40	亚历山大·涅夫斯基	CMN_DF_000191_20141130_G00A0ECP6:998-1006
41	塞孟昆·苏拉翁	CMN_DF_000191_20160420_G00A0DBK3:196-202
42	雅各布·米瑟尔斯代	CMN_DF_000020_20150515_G00A0BOTU:223-231
43	哈利·加德纳	CMN_DF_000020_20150515_G00A0BOTU:1468-1473
44	乔治·阿斯利特	CMN_DF_000020_20150515_G00A0BOTU:2887-2893
45	乔治·伊士曼	CMN_DF_000191_20150104_G00A0ECWR:930-935
46	阿古斯·巴纳斯	CMN_DF_000191_20160423_G00A0EI9A:302-308
47	阿古斯·巴纳斯	CMN_DF_000191_20160423_G00A0EI9A:544-550
48	广州街·香港街	CMN_DF_000191_20150703_G00A04IIO:455-461
49	斯特凡纳·迪雅里克	CMN_DF_000191_20160402_G00A0CB2Z:1201-1209
50	扎伊德·侯赛因	CMN_DF_000191_20160402_G00A0CB2Z:1371-1377
51	弗朗索瓦·德拉特	CMN_DF_000191_20160402_G00A0CB2Z:1506-1513
52	杰夫·拉斯	CMN_DF_000191_20160128_G00A0C9QT:906-910
53	汤姆·汉克斯	CMN_DF_000020_20150225_G00A03SB6:198-203
54	汤姆·汉克斯	CMN_DF_000020_20150225_G00A03SB6:368-373
55	汤姆·汉克斯	CMN_DF_000020_20150225_G00A03SB6:368-373
56	叶卡捷琳娜·阿列克谢耶	CMN_DF_000191_20150203_G00A0ED2S:1126-1136
57	夫娜·佩特柳克	CMN_DF_000191_20150203_G00A0ED2S:1137-1143
58	员娜塔莉娅·梅克林	CMN_DF_000191_20150203_G00A0ED2S:1176-1184
59	格里戈利·库里申科	CMN_DF_000191_20150203_G00A0ED2S:1289-1297
60	保罗·麦克唐纳	CMN_DF_000191_20140917_G00A0CLD8:563-569
61	纽约萨莎·伍尔芙	CMN_DF_000191_20140917_G00A0CLD8:574-581
62	布鲁诺·菲利普	CMN_DF_000020_20160227_G00A0BX6W:241-247
63	提迪南·蓬素	CMN_DF_000020_20160227_G00A0BX6W:357-362
64	巴维·翁素万	CMN_DF_000020_20160227_G00A0BX6W:514-519
65	格雷戈里·波林	CMN_DF_000020_20160227_G00A0BX6W:1012-1018
66	夫登·斯布拉格	CMN_DF_000191_20150911_G00A0CM8J:1425-1431
67	奥托·格奥尔格·提拉克	CMN_DF_000191_20160202_G00A0CKE9:703-713
68	温斯顿·丘吉尔	CMN_DF_000191_20160202_G00A0CKE9:1383-1389
69	迈克·奥德威尔	CMN_DF_000191_20160226_G00A0EGAN:305-311
70	迈克·奥德威尔	CMN_DF_000191_20160226_G00A0EGAN:305-311
71	迈克·奥德威尔	CMN_DF_000191_20160226_G00A0EGAN:1050-1056
72	凯思琳·古铁雷斯	CMN_DF_000191_20160413_G00A0DC3O:282-289
73	艾琳·贝内特	CMN_DF_000191_20160413_G00A0DC3O:291-296
74	布雷克·温特沃斯	CMN_DF_000191_20160413_G00A0DC3O:391-398
75	琳达·汉萨克	CMN_DF_000020_20140910_G00A044TU:313-318
76	琳达·汉萨克	CMN_DF_000020_20140910_G00A044TU:452-457
77	爱丽丝·诺妮·迪布	CMN_DF_000020_20140910_G00A044TU:504-512
78	杰里·伊斯特	CMN_DF_000020_20140910_G00A044TU:684-689
79	詹妮弗·劳伦斯	CMN_DF_000191_20150821_G00A0D62S:276-282
80	斯嘉丽·约翰逊	CMN_DF_000191_20150821_G00A0D62S:308-314
81	詹妮弗·劳伦斯	CMN_DF_000191_20150821_G00A0D62S:414-420
82	斯嘉丽·约翰逊	CMN_DF_000191_20150821_G00A0D62S:433-439
83	梅丽莎·麦卡西	CMN_DF_000191_20150821_G00A0D62S:452-458
84	詹妮弗·安妮斯顿	CMN_DF_000191_20150821_G00A0D62S:486-493
85	朱丽亚·罗伯茨	CMN_DF_000191_20150821_G00A0D62S:507-513
86	瑞茜·威瑟斯	CMN_DF_000191_20150821_G00A0D62S:545-550
87	安妮·海瑟薇	CMN_DF_000191_20150821_G00A0D62S:564-569
88	克莉丝汀·斯图尔特	CMN_DF_000191_20150821_G00A0D62S:583-591
89	卡梅隆·迪亚兹	CMN_DF_000191_20150821_G00A0D62S:605-611
90	格温妮斯·帕特洛	CMN_DF_000191_20150821_G00A0D62S:626-633
91	梅丽尔·斯特里普	CMN_DF_000191_20150821_G00A0D62S:646-653
92	阿曼达·塞弗里德	CMN_DF_000191_20150821_G00A0D62S:666-673
93	桑德拉·布洛克	CMN_DF_000191_20150821_G00A0D62S:686-692
94	米拉·克鲁兹	CMN_DF_000191_20150821_G00A0D62S:722-727
95	纳塔莉·波特曼	CMN_DF_000191_20150821_G00A0D62S:741-747
96	马克西姆·索科洛夫	CMN_DF_000020_20150717_G00A0427F:219-227
97	康斯坦丁·加里宁	CMN_DF_000191_20160302_G00A0CLOO:508-515
98	安德鲁·施瓦茨	CMN_DF_000311_20130618_G00A0EMSF:881-887
99	米格尔·尼科莱利斯	CMN_DF_000311_20130618_G00A0EMSF:1137-1145
100	学家西奥多·伯杰	CMN_DF_000311_20130618_G00A0EMSF:1246-1253
101	伊戈尔·科纳申科夫	CMN_DF_000191_20160125_G00A0D5AT:735-743
102	鲁道夫·胡斯	CMN_DF_000191_20160308_G00A0CLNU:570-575
103	迈克尔·马卢夫	CMN_DF_000191_20160210_G00A0EG0C:1052-1058
104	维克托·邦达列夫	CMN_DF_000191_20160318_G00A0D3RW:987-994
105	罗伯特·盖茨	CMN_DF_000311_20160420_G00A0ERZL:405-410
106	弗雷德蒙德·马利克	CMN_DF_000020_20150612_G00A04CAJ:438-446
107	艾尔伯特·弗契里	CMN_DF_000020_20150612_G00A04CAJ:500-507
108	罗兰·贝格国际管	CMN_DF_000020_20150612_G00A04CAJ:509-516
109	马里纳·洛尼纳	CMN_DF_000020_20160420_G00A0BGST:404-410
110	雷蒙德·盖茨	CMN_DF_000020_20160420_G00A0BGST:462-467
111	罗恩·奥布莱恩	CMN_DF_000020_20160420_G00A0BGST:573-579
112	雷蒙德·盖茨	CMN_DF_000020_20160420_G00A0BGST:695-700
113	山姆·沙马恩斯基	CMN_DF_000020_20160420_G00A0BGST:996-1003
114	阿什顿·卡特	CMN_DF_000020_20160303_G00A0BX6C:217-222
115	伊萨姆·沙拉夫	CMN_DF_000020_20160423_G00A0BFYL:330-336
116	瓦利德·阿什卡尔	CMN_DF_000020_20160423_G00A0BFYL:534-541
117	员布阿利姆·塔塔赫	CMN_DF_000020_20160423_G00A0BFYL:760-768
118	杜雷德·亚杰	CMN_DF_000020_20160423_G00A0BFYL:977-982
119	杰克·伯恩斯	CMN_DF_000191_20150720_G00A0EDZK:215-220
120	马来西亚·马六甲	CMN_DF_000191_20151102_G00A0EEPJ:70-77
121	马来西亚·马六甲市	CMN_DF_000191_20151102_G00A0EEPJ:462-470
122	比尔·格茨	CMN_DF_000020_20160422_G00A0BG6Z:243-247
123	文森特·斯图尔特	CMN_DF_000020_20160308_G00A0BX57:468-475
124	迈克·特纳	CMN_DF_000020_20160308_G00A0BX57:635-639
125	胡利奥·里奥斯	CMN_DF_000191_20160308_G00A0EGIL:237-243
126	塔吉扬娜·舍夫措娃	CMN_DF_000191_20160404_G00A0DCXL:241-249
127	弗拉基米尔·沙曼诺夫	CMN_DF_000191_20160404_G00A0DCXL:355-364
128	麦克·贝茨	CMN_DF_000020_20150729_G00A041T9:222-226
129	弗雷德·杰罗姆	CMN_DF_000020_20150629_G00A0BOOB:148-154
130	约塞夫·卡杰坦·提尔	CMN_DF_000191_20141105_G00A0CUD6:414-423
131	爱德华·贝奈斯	CMN_DF_000191_20141105_G00A0CUD6:794-800
132	克莱门特·哥特瓦尔德	CMN_DF_000191_20141105_G00A0CUD6:866-875
133	安托宁·萨波托斯基	CMN_DF_000191_20141105_G00A0CUD6:951-959
134	威廉·西罗基	CMN_DF_000191_20141105_G00A0CUD6:1038-1043
135	安托宁·诺沃提尼	CMN_DF_000191_20141105_G00A0CUD6:1135-1142
136	卢德维克·斯沃博达	CMN_DF_000191_20141105_G00A0CUD6:1237-1245
137	古斯塔夫·胡萨克	CMN_DF_000191_20141105_G00A0CUD6:1366-1373
138	阿古斯·维多约约	CMN_DF_000191_20160421_G00A0C7XE:312-319
139	塞尔日·阿特拉维	CMN_DF_000311_20150426_G00A0EPFS:461-468
140	谢拉夫·卢克曼	CMN_DF_000020_20150511_G00A0BOUO:452-458
141	巴沙尔·阿萨德	CMN_DF_000020_20160315_G00A0BX4D:297-303
142	柯林·法瑞尔	CMN_DF_000191_20140806_G00A0D7BL:1202-1207
143	比利·希克斯	CMN_DF_000191_20160426_G00A0D39B:703-708
144	娜塔莎·波若妮娜	CMN_DF_000191_20160426_G00A0D39B:808-815
145	谢尔盖·科洛夫	CMN_DF_000191_20160426_G00A0D39B:1040-1046
146	保罗·理查德	CMN_DF_000304_20160409_G00A0EIXL:1190-1195
147	马加丽达·费多托娃	CMN_DF_000020_20151012_G00A04BIB:331-339
148	詹姆斯·罗伯茨	CMN_DF_000191_20160414_G00A0C6NF:416-422
149	乔治·派克	CMN_DF_000191_20160414_G00A0C6NF:469-473
150	巴沙尔·阿萨德	CMN_DF_000191_20151021_G00A0C5IR:252-258
151	海家佩德罗·卡布拉尔	CMN_DF_000191_20160226_G00A0CLPR:1143-1152
152	伊戈尔·莫罗佐夫	CMN_DF_000020_20160218_G00A0BX9I:683-690
153	亚历山大·拉尔	CMN_DF_000020_20160218_G00A0BX9I:780-786
154	菲利浦·卢铎	CMN_DF_000191_20160422_G00A0C7TD:399-404
155	莫里斯·纽曼	CMN_DF_000191_20160422_G00A0C7TD:1330-1335
156	理查德·麦克利里	CMN_DF_000191_20141012_G00A0CNDM:849-856
157	卡鲁·盖尔	CMN_DF_000191_20141012_G00A0CNDM:1012-1016
158	格雷诺·克纳尔	CMN_DF_000191_20141012_G00A0CNDM:1046-1052
159	阿道夫·希特勒	CMN_DF_000191_20151102_G00A0CTHZ:171-177
160	阿道夫·希特勒	CMN_DF_000191_20151102_G00A0CTHZ:404-410
161	赫尔曼·戈林	CMN_DF_000191_20151102_G00A0CTHZ:431-436
162	威廉·凯特尔	CMN_DF_000191_20151102_G00A0CTHZ:442-447
163	卡尔·邓尼茨	CMN_DF_000191_20151102_G00A0CTHZ:455-460
164	海因里希·希姆莱	CMN_DF_000191_20151102_G00A0CTHZ:555-562
165	克莱尔·本森	CMN_DF_000311_20150127_G00A0DVHT:718-723
166	菲多·艾米连科	CMN_DF_000020_20160122_G00A0C1X7:412-418
167	亚瑟·邦德拉吉	CMN_DF_000311_20121029_G00A0ELP5:468-474
168	杰西卡·查斯坦	CMN_DF_000191_20160411_G00A0DCAZ:216-222
169	道恩·强森	CMN_DF_000191_20160411_G00A0DCAZ:324-328
170	钱德拉巴布·纳都	CMN_DF_000191_20160308_G00A0EGIM:1120-1127
171	俄罗斯·教科书名	CMN_DF_000191_20150707_G00A0EDWM:493-500
172	罗伯特·盖茨	CMN_DF_000191_20160421_G00A0EI4P:298-303
173	亚历山大·普罗霍连科	CMN_DF_000191_20160401_G00A0DD3S:419-428
174	马克·弗格森	CMN_DF_000191_20160418_G00A0CEFH:288-293
175	詹姆斯·斯塔夫里迪	CMN_DF_000191_20160418_G00A0CEFH:605-613
176	弗朗西斯科·科尔多瓦·塞拉亚	CMN_DF_000311_20110717_G00A0EJIC:483-496
177	纳尔逊·曼德拉	CMN_DF_000191_20141104_G00A0ECJO:316-322
178	约翰·列侬	CMN_DF_000191_20141104_G00A0ECJO:434-438
179	约翰·肯尼迪	CMN_DF_000191_20141104_G00A0ECJO:449-454
180	凯琳·明茨	CMN_DF_000020_20140914_G00A044TJ:451-455
181	希德·马丁公司	CMN_DF_000191_20160217_G00A0D4SV:233-239
182	维卡斯·史瓦卢普	CMN_DF_000191_20160217_G00A0D4SV:620-627
183	韦德·威尔逊	CMN_DF_000020_20160330_G00A0BW9F:421-426
184	瓦内萨·卡莉斯勒	CMN_DF_000020_20160330_G00A0BW9F:459-466
185	韦德·威尔逊	CMN_DF_000020_20160330_G00A0BW9F:819-824
186	瓦内萨·卡莉斯勒	CMN_DF_000020_20160330_G00A0BW9F:826-833
187	吉格梅·凯萨尔·纳姆耶尔·旺楚克	CMN_DF_000191_20160106_G00A0C48V:320-335
188	爱德华·克莱因	CMN_DF_000020_20140628_G00A0BH7F:377-383
189	瓦列里·基斯塔诺夫	CMN_DF_000020_20160323_G00A0BX2T:677-685
190	克雷格·尼尔森	CMN_DF_000020_20151112_G00A0BOJU:184-190
191	艾尔·凯利	CMN_DF_000191_20160125_G00A0C3PN:434-438
192	艾尔·凯利	CMN_DF_000191_20160125_G00A0C3PN:434-438
193	艾尔·凯利	CMN_DF_000191_20160125_G00A0C3PN:521-525
194	艾尔·凯利	CMN_DF_000191_20160125_G00A0C3PN:605-609
195	克洛德·容克	CMN_DF_000191_20160310_G00A04J1V:260-265
196	诺贝特·施梅尔策	CMN_DF_000191_20160310_G00A04J1V:284-291
197	克洛德·容克	CMN_DF_000191_20160310_G00A04J1V:516-521
198	维克托·亚努科维奇	CMN_DF_000191_20160310_G00A04J1V:680-688
199	萨迪什·达万航天中	CMN_DF_000191_20160406_G00A0EHEX:176-184
200	斯维特兰娜·阿列克谢耶	CMN_DF_000191_20151009_G00A0C5PW:225-235
201	斯维特拉娜·阿列克谢耶	CMN_DF_000191_20151009_G00A0C5PW:1224-1234
202	列夫·托尔斯泰	CMN_DF_000191_20160328_G00A0EH1Y:1135-1141
203	奥列格·格洛托夫	CMN_DF_000191_20150907_G00A0CM8B:451-458
204	利卡多·达马斯	CMN_DF_000020_20140729_G00A0BJ2W:702-708
205	阿纳斯塔斯·米高扬	CMN_DF_000191_20140919_G00A0ECBK:610-618
206	尼古拉斯·里德斯	CMN_DF_000191_20140919_G00A0ECBK:974-981
207	达琳·马修斯	CMN_DF_000191_20160106_G00A0C49I:168-173
208	露瑞·豪斯	CMN_DF_000191_20160106_G00A0C49I:335-339
209	黛布拉·菲尔特	CMN_DF_000191_20160106_G00A0C49I:434-440
210	梅利莎·拉莫	CMN_DF_000191_20160106_G00A0C49I:584-589
211	萨拉·詹金斯	CMN_DF_000191_20160106_G00A0C49I:809-814
212	克伦·史考特	CMN_DF_000191_20160106_G00A0C49I:822-827
213	桑德拉·薛尔曼	CMN_DF_000191_20160106_G00A0C49I:867-873
214	格兰迪·戈尔登	CMN_DF_000191_20160106_G00A0C49I:898-904
215	玛格丽特·布鲁索	CMN_DF_000191_20160106_G00A0C49I:1004-1011
216	保拉·安德森	CMN_DF_000191_20160106_G00A0C49I:1176-1181
217	保拉·安德森	CMN_DF_000191_20160106_G00A0C49I:1254-1259
218	朱莉·巴戈特	CMN_DF_000191_20160330_G00A0C2TI:269-274
219	塔什芬妮·马利克	CMN_DF_000311_20151204_G00A0EQUT:382-389
220	尼古拉斯·塔拉西诺斯	CMN_DF_000311_20151204_G00A0EQUT:513-522
221	库勒姆·史蒂芬斯	CMN_DF_000311_20151204_G00A0EQUT:559-566
222	尼古拉斯·塔拉西诺斯	CMN_DF_000311_20151204_G00A0EQUT:2334-2343
223	库勒姆·史蒂芬斯	CMN_DF_000311_20151204_G00A0EQUT:2380-2387
224	大卫·林奇	CMN_DF_000020_20140725_G00A03WHH:828-832
225	道格·梅尔文	CMN_DF_000020_20150727_G00A03PC6:348-353
226	吉米·纳尔逊	CMN_DF_000020_20150727_G00A03PC6:432-437
227	马特·加尔萨	CMN_DF_000020_20150727_G00A03PC6:495-500
228	吉姆·法内尔	CMN_DF_000311_20160415_G00A0ERT2:1098-1103
229	萨尔塔杰·阿齐兹	CMN_DF_000020_20160312_G00A0BX4N:281-288
230	梅丽莎·麦卡西	CMN_DF_000191_20160308_G00A0C35I:318-324
231	凯特·麦金农	CMN_DF_000191_20160308_G00A0C35I:326-331
232	莱斯利·琼斯	CMN_DF_000191_20160308_G00A0C35I:349-354
233	莱斯利·琼斯	CMN_DF_000191_20160308_G00A0C35I:520-525
234	帕蒂·托兰	CMN_DF_000191_20160308_G00A0C35I:819-823
235	保罗·费格	CMN_DF_000191_20160308_G00A0C35I:962-966
236	肖恩·斯塔克利	CMN_DF_000020_20160409_G00A0BWZG:367-373
237	杰拉尔德·福特	CMN_DF_000020_20160409_G00A0BWZG:503-509
238	威廉·哈雷	CMN_DF_000191_20141110_G00A0CL82:263-267
239	阿瑟·戴维森	CMN_DF_000191_20141110_G00A0CL82:269-274
240	查克·诺里斯	CMN_DF_000191_20141110_G00A0CL82:667-672
241	威廉·皮克	CMN_DF_000191_20150219_G00A0CU0V:643-647
242	唐纳德·特朗普	CMN_DF_000191_20151217_G00A0EF5Y:523-529
243	弗勒丽达·科提	CMN_DF_000020_20160422_G00A0BGA8:703-709
244	巴沙尔·阿萨德	CMN_DF_000020_20160315_G00A0BX4A:451-457
245	阿道夫·希特勒	CMN_DF_000191_20160330_G00A0CK6U:716-722
246	埃里希·福斯	CMN_DF_000191_20160330_G00A0CK6U:903-908
247	阿利·伯克级	CMN_DF_000020_20160315_G00A0BX48:272-277
248	若哈里·杜鲁门	CMN_DF_000191_20150226_G00A0ED66:1015-1021
249	贝拉克·奥巴马	CMN_DF_000191_20160427_G00A0D37C:177-183
250	巴沙尔·阿萨德	CMN_DF_000191_20160427_G00A0D37C:1095-1101
251	理查德·斯莱克	CMN_DF_000311_20140402_G00A0ENTX:388-394
252	理查德·斯莱克	CMN_DF_000311_20140402_G00A0ENTX:1045-1051
253	戴夫·莱恩	CMN_DF_000304_20160120_G00A04GQE:842-846
254	丹尼斯·博伊德	CMN_DF_000191_20150326_G00A0CKZR:1388-1394
255	阿德里安·布劳迪	CMN_DF_000020_20150601_G00A03QZO:564-571
256	查尔斯·乔治·戈登	CMN_DF_000020_20151115_G00A0BOJO:352-360
257	艾玛德·阿布舍纳斯	CMN_DF_000020_20160312_G00A0BX3X:545-553
258	诺克斯·路易斯维尔	CMN_DF_000191_20160223_G00A0C3FI:871-879
259	于尔格·施密德	CMN_DF_000020_20150527_G00A043FI:164-170
260	韦罗妮克·卡内尔	CMN_DF_000020_20150527_G00A043FI:229-236
261	扎哈·哈迪德	CMN_DF_000311_20151110_G00A0DXVD:418-423
262	阿德里安·史密斯	CMN_DF_000311_20151110_G00A0DXVD:620-627
263	霍莉·麦迪森	CMN_DF_000020_20150709_G00A03PYJ:351-356
264	欧文·威尔逊	CMN_DF_000020_20150709_G00A03PYJ:426-431
265	霍莉·麦迪森	CMN_DF_000020_20150709_G00A03PYJ:351-356
266	欧文·威尔逊	CMN_DF_000020_20150709_G00A03PYJ:652-657
267	欧文·威尔逊	CMN_DF_000020_20150709_G00A03PYJ:652-657
268	科林·法瑞尔	CMN_DF_000020_20150709_G00A03PYJ:740-745
269	杰拉尔德·福特	CMN_DF_000020_20160410_G00A0BWZE:288-294
270	西恩·斯塔克利	CMN_DF_000020_20160410_G00A0BWZE:351-357
271	约翰·肯尼迪	CMN_DF_000020_20160410_G00A0BWZE:460-465
272	哈立德·拉赫曼	CMN_DF_000191_20160328_G00A0C2TM:1331-1337
273	弗拉基米尔·巴拉斯尤克	CMN_DF_000191_20151121_G00A0C557:353-363
274	曼弗雷德·施密特	CMN_DF_000191_20150919_G00A0EEAV:391-398
275	弗拉基米尔·科任	CMN_DF_000191_20160406_G00A0DCXJ:450-457
276	哈雅提·赛勒	CMN_DF_000020_20151126_G00A0BN7G:289-294
277	检察长坎山·苏冯	CMN_DF_000020_20151126_G00A0BN7G:309-316
278	阿班迪·阿里	CMN_DF_000020_20151126_G00A0BN7G:326-331
279	塞维里诺·加纳	CMN_DF_000020_20151126_G00A0BN7G:401-407
280	伯纳德·康沃尔	CMN_DF_000020_20151230_G00A03NNH:202-208
281	洛克希德·马丁公司	CMN_DF_000191_20160224_G00A0D4KS:587-595
282	戴夫·马宗达	CMN_DF_000191_20160224_G00A0D4KS:958-963
283	格恩迪·塔塔科夫斯	CMN_DF_000020_20151030_G00A0BWGY:278-286
284	天王亚当·桑德勒	CMN_DF_000020_20151030_G00A0BWGY:293-300
285	天后赛琳娜·戈麦斯	CMN_DF_000020_20151030_G00A0BWGY:305-313
286	安迪·萨姆伯格	CMN_DF_000020_20151030_G00A0BWGY:319-325
287	梅尔·布鲁克	CMN_DF_000020_20151030_G00A0BWGY:510-515
288	托尼·布莱尔	CMN_DF_000020_20151026_G00A0BFSU:243-248
289	萨达姆·侯赛因	CMN_DF_000020_20151026_G00A0BFSU:633-639
290	科林·鲍威尔	CMN_DF_000020_20151026_G00A0BFSU:742-747
291	乔治·布什	CMN_DF_000020_20151026_G00A0BFSU:761-765
292	托尼·布莱尔	CMN_DF_000020_20151026_G00A0BFSU:772-777
293	欧文·费斯	CMN_DF_000020_20160422_G00A0BG8X:760-764
294	伊丽莎白·维尔纳	CMN_DF_000020_20160422_G00A0BG8X:872-879
295	巴沙尔·阿萨德	CMN_DF_000020_20160315_G00A0BX49:638-644
296	歌手妮琪·米娜	CMN_DF_000191_20150902_G00A0DK06:464-470
297	泰勒·斯威夫特	CMN_DF_000191_20150902_G00A0DK06:572-578
298	娜塔丽·范迪斯塔特	CMN_DF_000020_20160423_G00A0BG09:485-493
299	托马索·卡拉尔科	CMN_DF_000020_20160423_G00A0BG09:612-619
300	马可·吉诺维斯	CMN_DF_000020_20160423_G00A0BG09:985-991
301	爱新觉罗·启星	CMN_DF_000191_20150810_G00A0CRGL:60-66
302	爱新觉罗·启星	CMN_DF_000191_20150810_G00A0CRGL:150-156
303	爱新觉罗·启星	CMN_DF_000191_20150810_G00A0CRGL:150-156
304	爱新觉罗·启星	CMN_DF_000191_20150810_G00A0CRGL:150-156
305	苏珊娜·马尔科拉	CMN_DF_000191_20160414_G00A0DBZF:207-214
306	哈里·哈里斯	CMN_DF_000191_20160414_G00A0CEJO:271-276
307	罗伯特·卡尔	CMN_DF_000191_20160414_G00A0CEJO:860-865
308	比尔·格茨	CMN_DF_000020_20160422_G00A0BFQP:243-247
309	柯特·约翰斯塔德	CMN_DF_000311_20111013_G00A0EJRS:440-447
310	马克·扎克伯格	CMN_DF_000191_20110328_G00A0COOD:932-938
311	莱斯利·麦克奈尔	CMN_DF_000191_20151124_G00A0EEWK:575-582
312	比尔·格茨	CMN_DF_000020_20160422_G00A0C14B:242-246
313	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:61-66
314	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:161-166
315	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:293-298
316	艾米丽·托马斯	CMN_DF_000020_20150725_G00A03PDP:307-313
317	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:324-329
318	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:493-498
319	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:614-619
320	汤姆·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:670-675
321	凯蒂·霍尔姆斯	CMN_DF_000020_20150725_G00A03PDP:682-688
322	苏瑞·克鲁斯	CMN_DF_000020_20150725_G00A03PDP:706-711
323	咪咪·罗杰斯	CMN_DF_000020_20150725_G00A03PDP:720-725
324	妮可·基德曼	CMN_DF_000020_20150725_G00A03PDP:728-733
325	谢尔盖·切梅佐夫	CMN_DF_000191_20160406_G00A0DCVO:353-360
326	丹尼尔·拉塞尔	CMN_DF_000020_20141012_G00A0BI7X:461-467
327	约瑟夫·斯大林	CMN_DF_000020_20150407_G00A0BOUY:243-249
328	富兰克林·罗斯福	CMN_DF_000020_20150407_G00A0BOUY:303-310
329	拜伦·斯科特想杰	CMN_DF_000020_20150623_G00A03KYF:566-573
330	丹尼斯·施罗德鹰	CMN_DF_000020_20150623_G00A03KYF:690-697
331	肖恩·利文斯顿	CMN_DF_000020_20150623_G00A03KYF:934-940
332	史黛希·姬伯樂	CMN_DF_000311_20160227_G00A0DWK8:400-406
333	奥丽娅娜·法拉奇	CMN_DF_000191_20151130_G00A0CTF8:448-455
334	弗拉基米尔·科任	CMN_DF_000191_20160419_G00A0C6A6:239-246
335	鲁斯兰·普霍夫	CMN_DF_000191_20160419_G00A0C6A6:851-857
336	史蒂文·斯皮尔伯格	CMN_DF_000191_20151118_G00A0CQQG:399-407
337	娜塔莉·波特曼	CMN_DF_000191_20151118_G00A0CQQG:450-456
338	詹妮弗·劳伦斯	CMN_DF_000191_20151118_G00A0CQQG:586-592
339	乔什·哈切森	CMN_DF_000191_20151118_G00A0CQQG:613-618
