NYT_ENG_20130702.0103	2973
NYT_ENG_20130705.0059	3036
NYT_ENG_20130713.0213	2950
NYT_ENG_20130716.0106	4004
NYT_ENG_20130716.0108	3124
NYT_ENG_20130720.0005	5093
NYT_ENG_20130729.0069	4148
NYT_ENG_20130811.0067	4270
NYT_ENG_20130820.0168	3303
NYT_ENG_20130903.0080	2287
NYT_ENG_20130903.0115	3038
NYT_ENG_20130919.0176	2127
NYT_ENG_20130930.0002	2746
NYT_ENG_20131029.0151	2333
NYT_ENG_20131114.0038	4180
NYT_ENG_20131130.0062	4704
NYT_ENG_20131201.0058	2901
NYT_ENG_20131201.0076	2941
NYT_ENG_20131210.0050	3037
NYT_ENG_20131212.0251	3253
NYT_ENG_20131213.0091	4266
NYT_ENG_20131214.0167	3362
NYT_ENG_20131216.0129	4156
ENG_NW_001278_20130109_F00011PTY	2818
ENG_NW_001278_20130114_F000131SK	2638
ENG_NW_001278_20130116_F00013MFE	3779
ENG_NW_001278_20130117_F00012V0G	1768
ENG_NW_001278_20130117_F000138P0	1295
ENG_NW_001278_20130119_F00012RLC	688
ENG_NW_001278_20130127_F00012DYR	2154
ENG_NW_001278_20130128_F00012ROJ	535
ENG_NW_001278_20130129_F00011J85	333
ENG_NW_001278_20130129_F00011MMV	1281
ENG_NW_001278_20130129_F00012AK0	2095
ENG_NW_001278_20130130_F00011TIO	1625
ENG_NW_001278_20130130_F00012AKC	1486
ENG_NW_001278_20130203_F000123SP	1302
ENG_NW_001278_20130205_F000138VT	2339
ENG_NW_001278_20130207_F00011Q5A	2338
ENG_NW_001278_20130210_F00011MR4	1134
ENG_NW_001278_20130212_F000135IY	1610
ENG_NW_001278_20130213_F00012AOA	583
ENG_NW_001278_20130213_F00012HHM	2441
ENG_NW_001278_20130213_F000135JB	1084
ENG_NW_001278_20130221_F00011MUO	2545
ENG_NW_001278_20130225_F00011X73	693
ENG_NW_001278_20130225_F00013CIQ	2533
ENG_NW_001278_20130226_F000120KJ	1530
ENG_NW_001278_20130227_F00011JH6	1425
ENG_NW_001278_20130228_F00011TSH	1627
ENG_NW_001278_20130302_F00013JF3	2468
ENG_NW_001278_20130306_F00013G14	1190
ENG_NW_001278_20130307_F000132BC	1204
ENG_NW_001278_20130308_F00012OJJ	1042
ENG_NW_001278_20130313_F00011N25	1766
ENG_NW_001278_20130313_F00012L6Z	3134
ENG_NW_001278_20130313_F00013JJA	877
ENG_NW_001278_20130314_F00012OLK	2984
ENG_NW_001278_20130314_F00013QAH	647
ENG_NW_001278_20130318_F00013N05	5239
ENG_NW_001278_20130319_F00012EGR	3144
ENG_NW_001278_20130320_F000132GC	1567
ENG_NW_001278_20130322_F00011JOB	1706
ENG_NW_001278_20130325_F00013N2D	1350
ENG_NW_001278_20130325_F00013QDW	1649
ENG_NW_001278_20130328_F00011U2A	1192
ENG_NW_001278_20130328_F00013G9K	1438
ENG_NW_001278_20130405_F00012SC1	3131
ENG_NW_001278_20130410_F000139IV	822
ENG_NW_001278_20130411_F00012Z9Q	2590
ENG_NW_001278_20130411_F00013GE5	1993
ENG_NW_001278_20130412_F000127TJ	2612
ENG_NW_001278_20130413_F00012SEV	2916
ENG_NW_001278_20130416_F00013GFS	1161
ENG_NW_001278_20130417_F00012LJ9	2840
ENG_NW_001278_20130419_F0001366M	1031
ENG_NW_001278_20130419_F00013NAL	529
ENG_NW_001278_20130426_F00012W0I	577
ENG_NW_001278_20130427_F000124LS	1637
ENG_NW_001278_20130427_F0001369T	4642
ENG_NW_001278_20130430_F000132UD	4045
ENG_NW_001278_20130430_F00013GLH	260
ENG_NW_001278_20130501_F00011UFB	1345
ENG_NW_001278_20130503_F00013D6T	2713
ENG_NW_001278_20130506_F000124O6	1298
ENG_NW_001278_20130506_F00012EXJ	2337
ENG_NW_001278_20130509_F00012ZJG	1175
ENG_NW_001278_20130509_F00013NH3	2869
ENG_NW_001278_20130515_F00012W5M	1768
ENG_NW_001278_20130521_F00013NL9	3021
ENG_NW_001278_20130523_F00012F2R	1867
ENG_NW_001278_20130526_F00011Y0L	2150
ENG_NW_001278_20130528_F00012F40	1668
ENG_NW_001278_20130528_F00012WA2	2149
ENG_NW_001278_20130530_F00012LXF	1217
ENG_NW_001278_20130530_F00012SUK	1113
ENG_NW_001278_20130531_F00012ZPS	1033
ENG_NW_001278_20130531_F000139ZE	1023
ENG_NW_001278_20130531_F00013NO0	1890
ENG_NW_001278_20130604_F00013KAM	1331
ENG_NW_001278_20130609_F000128BT	3248
ENG_NW_001278_20130613_F00012PG0	1580
ENG_NW_001278_20130617_F00013R6T	1747
ENG_NW_001278_20130619_F00012FAA	1541
ENG_NW_001278_20130626_F00012ZWZ	1437
ENG_NW_001278_20130701_F00012FE6	1711
ENG_NW_001278_20130703_F00011UZ0	1684
ENG_NW_001278_20130706_F00012FFX	1593
ENG_NW_001278_20130708_F00013DST	1758
ENG_NW_001278_20130713_F000121TR	1841
ENG_NW_001278_20130713_F00012T8I	1871
ENG_NW_001278_20130713_F00013ACP	481
ENG_NW_001278_20130717_F00013AEC	1399
ENG_NW_001278_20130723_F00012MDU	2084
ENG_NW_001278_20130723_F00013HC8	858
ENG_NW_001278_20130726_F00013AHO	1893
ENG_NW_001278_20130731_F00011OC1	1413
ENG_NW_001278_20130812_F00012CCX	1125
ENG_NW_001278_20130813_F000128W7	2239
ENG_NW_001278_20130817_F00012MM2	3659
ENG_NW_001278_20130820_F00013APZ	2168
ENG_NW_001278_20130823_F00012CGT	1958
ENG_NW_001278_20130906_F00012JEU	1338
ENG_NW_001278_20130906_F00012X8Y	1686
ENG_NW_001278_20130907_F000125TV	1653
ENG_NW_001278_20130907_F00013L7J	819
ENG_NW_001278_20130914_F00013RZS	1626
ENG_NW_001278_20130915_F00012XC1	1263
ENG_NW_001278_20130917_F00012CPZ	1400
ENG_NW_001278_20130918_F00012994	1930
ENG_NW_001278_20130930_F000122L0	1674
ENG_NW_001278_20131003_F00012634	1388
ENG_NW_001278_20131003_F00013EMD	748
ENG_NW_001278_20131008_F000137QZ	4130
ENG_NW_001278_20131009_F00011LKS	3706
ENG_NW_001278_20131010_F00011P0D	1729
ENG_NW_001278_20131011_F00012N5B	2951
ENG_NW_001278_20131023_F00011ZFI	900
ENG_NW_001278_20131023_F00012JU6	2277
ENG_NW_001278_20131024_F00013ESX	1375
ENG_NW_001278_20131025_F00011ZFR	1449
ENG_NW_001278_20131030_F00012QSY	1579
ENG_NW_001278_20131102_F00011SPG	2487
ENG_NW_001278_20131107_F00011ZKU	2089
ENG_NW_001278_20131114_F000126H5	1015
ENG_NW_001278_20131116_F00013BLF	507
ENG_NW_001278_20131118_F00011ZOL	2194
ENG_NW_001278_20131120_F00012NIR	1536
ENG_NW_001278_20131120_F00013LX6	1905
ENG_NW_001278_20131120_F00013SM8	2053
ENG_NW_001278_20131129_F00013SPW	2589
ENG_NW_001278_20131214_F00012A3N	2108
ENG_NW_001278_20131215_F00012Y7Q	633
ENG_NW_001278_20131216_F00013IQC	985
ENG_NW_001278_20131217_F0001350O	757
ENG_NW_001278_20131220_F00013FCH	1204
ENG_NW_001278_20131222_F00013FCZ	1478
ENG_NW_001278_20131224_F00012A77	1519
ENG_NW_001278_20131224_F00012KGP	1066
ENG_NW_001278_20131225_F00013531	901
ENG_NW_001278_20131226_F0001353F	3818
NYT_ENG_20130423.0196	2812
NYT_ENG_20130503.0039	2871
NYT_ENG_20130503.0152	2932
NYT_ENG_20130506.0091	2911
NYT_ENG_20130513.0093	2840
NYT_ENG_20130518.0176	1863
NYT_ENG_20130520.0138	4065
NYT_ENG_20130523.0079	4385
NYT_ENG_20130528.0115	2734
NYT_ENG_20130531.0033	2830
NYT_ENG_20130609.0077	4358
NYT_ENG_20130612.0232	1959
NYT_ENG_20130615.0036	3028
NYT_ENG_20130617.0103	2935
NYT_ENG_20130620.0057	2402
NYT_ENG_20130620.0091	4893
NYT_ENG_20130620.0106	2990
NYT_ENG_20130626.0151	3910
NYT_ENG_20130627.0209	4214
NYT_ENG_20130628.0212	4124
NYT_ENG_20130629.0077	4770
NYT_ENG_20130629.0114	2892
NYT_ENG_20130702.0211	2778
NYT_ENG_20130704.0181	3027
NYT_ENG_20130710.0003	5340
NYT_ENG_20130716.0224	3542
NYT_ENG_20130726.0115	3154
NYT_ENG_20130727.0033	2973
NYT_ENG_20130729.0177	3951
NYT_ENG_20130730.0063	3775
NYT_ENG_20130731.0018	2777
NYT_ENG_20130731.0076	2858
NYT_ENG_20130731.0240	4514
NYT_ENG_20130803.0201	2954
NYT_ENG_20130813.0161	3161
NYT_ENG_20130814.0178	2920
NYT_ENG_20130822.0209	3421
NYT_ENG_20130823.0212	3073
NYT_ENG_20130904.0014	2681
NYT_ENG_20130904.0018	2878
NYT_ENG_20130906.0094	4295
NYT_ENG_20130908.0066	1761
NYT_ENG_20130909.0120	4869
NYT_ENG_20130910.0072	2681
NYT_ENG_20130910.0120	2417
NYT_ENG_20130913.0004	4241
NYT_ENG_20130917.0221	2810
NYT_ENG_20130919.0213	2703
NYT_ENG_20130921.0024	4577
NYT_ENG_20130926.0087	2607
NYT_ENG_20130927.0057	3476
NYT_ENG_20130927.0063	2987
NYT_ENG_20130928.0124	2785
NYT_ENG_20131001.0215	4216
NYT_ENG_20131003.0013	1441
NYT_ENG_20131004.0221	2445
NYT_ENG_20131009.0166	3081
NYT_ENG_20131009.0262	4949
NYT_ENG_20131016.0006	3866
NYT_ENG_20131021.0138	1692
NYT_ENG_20131023.0147	2393
NYT_ENG_20131025.0003	4230
NYT_ENG_20131025.0018	4570
NYT_ENG_20131026.0028	4555
NYT_ENG_20131029.0140	2722
NYT_ENG_20131107.0245	2505
NYT_ENG_20131111.0013	2279
NYT_ENG_20131113.0216	2872
NYT_ENG_20131115.0147	2737
NYT_ENG_20131115.0221	2339
NYT_ENG_20131117.0024	2859
NYT_ENG_20131121.0001	2530
NYT_ENG_20131121.0140	3754
NYT_ENG_20131121.0280	2396
NYT_ENG_20131127.0050	3592
NYT_ENG_20131203.0231	3218
NYT_ENG_20131210.0267	2940
NYT_ENG_20131213.0063	5144
NYT_ENG_20131215.0051	2981
NYT_ENG_20131216.0091	4734
NYT_ENG_20131218.0114	2499
NYT_ENG_20131219.0206	2875
NYT_ENG_20131221.0215	3083
NYT_ENG_20131223.0118	4304
ENG_NW_001278_20130826_F00011OL9	3024
ENG_NW_001278_20131022_F00012U6M	4151
ENG_NW_001278_20131210_F000131HG	4937
ENG_NW_001278_20130516_F00012F0T	1035
ENG_NW_001278_20131204_F00013PD7	4120
ENG_NW_001278_20130314_F00012EEX	3833
ENG_NW_001278_20130309_F00012YYH	1508
ENG_NW_001278_20130516_F00011NN0	1276
ENG_NW_001278_20130817_F00011VE9	1686
NYT_ENG_20130515.0212	3646
ENG_NW_001278_20131008_F00011LKB	1895
NYT_ENG_20130722.0185	5019
ENG_NW_001278_20131130_F00011ZSJ	2337
ENG_NW_001278_20130313_F00013JJD	3311
ENG_NW_001278_20130307_F00012VHF	2636
ENG_NW_001278_20130326_F00013N2T	1789
ENG_NW_001278_20130124_F00013J2O	3442
ENG_NW_001278_20130306_F00011JIX	1277
ENG_NW_001278_20130516_F00012846	3566
ENG_NW_001278_20130422_F00012OYV	4479
ENG_NW_001278_20131218_F00012KE1	1940
NYT_ENG_20131230.0165	3034
NYT_ENG_20131130.0083	4616
ENG_NW_001278_20130919_F000122HF	1856
ENG_NW_001278_20130122_F00013PTH	2348
NYT_ENG_20131130.0050	5013
ENG_NW_001278_20130731_F00012FOC	1232
NYT_ENG_20130918.0142	4500
ENG_NW_001278_20130603_F00012LYI	1154
NYT_ENG_20130523.0187	2971
ENG_NW_001278_20130822_F00011S07	1643
ENG_NW_001278_20130625_F000128GD	1594
ENG_NW_001278_20130711_F000128M3	2850
ENG_NW_001278_20130827_F000130GT	1853
ENG_NW_001278_20130826_F00011OL8	1401
ENG_NW_001278_20130910_F000125UJ	1791
ENG_NW_001278_20130702_F00013A93	1433
ENG_NW_001278_20131215_F00012GXU	3480
ENG_NW_001278_20130615_F00013KEI	1659
NYT_ENG_20131205.0298	3468
ENG_NW_001278_20130713_F000125AJ	1774
ENG_NW_001278_20131204_F00012NNV	1940
ENG_NW_001278_20130422_F00012VZ4	2807
ENG_NW_001278_20130317_F00011XED	2084
ENG_NW_001278_20130301_F00013CKG	1250
ENG_NW_001278_20130530_F00013GUW	2092
ENG_NW_001278_20130817_F00011RYU	1718
ENG_NW_001278_20131001_F0001349V	2825
ENG_NW_001278_20130629_F000128I4	2097
ENG_NW_001278_20130628_F000136SP	3350
NYT_ENG_20130823.0017	4551
ENG_NW_001278_20130125_F000123P4	2820
ENG_NW_001278_20131125_F00011SX9	3158
ENG_NW_001278_20130824_F00011YTW	1176
ENG_NW_001278_20130619_F000121MB	2138
ENG_NW_001278_20131111_F0001316Z	1747
ENG_NW_001278_20130816_F00012TK2	1430
NYT_ENG_20130726.0125	4329
NYT_ENG_20130726.0208	4612
ENG_NW_001278_20130121_F00012V1V	1749
ENG_NW_001278_20131121_F0001386N	2221
ENG_NW_001278_20131222_F00012GZY	2839
ENG_NW_001278_20131030_F00012GI9	1499
ENG_NW_001278_20131004_F00013EMI	3147
NYT_ENG_20130704.0212	4735
ENG_NW_001278_20130818_F000125MU	1352
NYT_ENG_20131001.0088	3075
ENG_NW_001278_20130725_F00012J1A	3890
ENG_NW_001278_20130528_F0001332W	2108
NYT_ENG_20130509.0054	4363
ENG_NW_001278_20131108_F00012D7V	2258
ENG_NW_001278_20131214_F00012UQB	2344
ENG_NW_001278_20130912_F00013HSK	871
ENG_NW_001278_20131121_F00011SVT	2444
NYT_ENG_20130720.0001	3068
NYT_ENG_20131212.0038	2761
ENG_NW_001278_20130404_F000127QV	4510
NYT_ENG_20131210.0206	4793
NYT_ENG_20131218.0178	5287
ENG_NW_001278_20131025_F00012QRT	1402
ENG_NW_001278_20130729_F00012PWA	1691
ENG_NW_001278_20130729_F000133NH	2831
ENG_NW_001278_20130425_F00013QPW	2742
NYT_ENG_20130525.0021	4717
ENG_NW_001278_20130804_F00012TFT	1342
ENG_NW_001278_20131109_F00013EYV	5063
NYT_ENG_20131030.0166	3747
ENG_NW_001278_20130918_F00013S1C	757
NYT_ENG_20130628.0053	3372
NYT_ENG_20130910.0034	3641
NYT_ENG_20130717.0018	5046
ENG_NW_001278_20130809_F00012J61	2397
ENG_NW_001278_20130925_F00013HWZ	3261
NYT_ENG_20131214.0011	2867
ENG_NW_001278_20130817_F000133T9	3288
ENG_NW_001278_20130222_F000120JJ	3313
NYT_ENG_20130516.0217	3438
NYT_ENG_20130717.0178	4633
ENG_NW_001278_20131126_F00013LZ9	2752
ENG_NW_001278_20131210_F000131HP	3170
NYT_ENG_20131113.0003	2859
ENG_NW_001278_20130930_F00011LHT	2077
NYT_ENG_20130919.0028	1961
ENG_NW_001278_20131122_F00013BNO	2162
ENG_NW_001278_20130401_F00013CV8	1707
ENG_NW_001278_20130321_F00011N53	4359
ENG_NW_001278_20131213_F00013FA9	2938
ENG_NW_001278_20130629_F00011YB5	4483
ENG_NW_001278_20131110_F00013EZ0	2252
ENG_NW_001278_20130826_F000125PH	985
NYT_ENG_20131202.0098	3073
NYT_ENG_20130717.0059	2801
NYT_ENG_20130717.0238	5004
ENG_NW_001278_20130227_F000120L0	2014
NYT_ENG_20130924.0019	3321
ENG_NW_001278_20130313_F000135T4	1304
ENG_NW_001278_20130927_F00012QIF	1750
NYT_ENG_20131230.0132	4221
ENG_NW_001278_20130909_F00012XA6	1367
ENG_NW_001278_20130909_F00013EDN	1345
ENG_NW_001278_20130212_F00011X2W	1931
ENG_NW_001278_20130805_F00011V9Q	2759
ENG_NW_001278_20130207_F00013J7R	1878
ENG_NW_001278_20130515_F000136F7	2283
ENG_NW_001278_20130805_F0001220X	1216
ENG_NW_001278_20130606_F00011RB0	2273
ENG_NW_001278_20130626_F00012ZWO	1915
ENG_NW_001278_20130629_F00012PLU	1263
ENG_NW_001278_20130728_F00013RJB	4487
ENG_NW_001278_20131201_F00012GSK	988
ENG_NW_001278_20131228_F00011WO7	1008
ENG_NW_001278_20131106_F0001381A	1394
ENG_NW_001278_20130321_F000135WD	5197
ENG_NW_001278_20130625_F00013A6Z	1634
ENG_NW_001278_20130309_F00012HQE	2589
ENG_NW_001278_20130416_F00012LIN	4843
ENG_NW_001278_20130610_F00013GYL	1439
ENG_NW_001278_20130612_F00012PFG	2077
ENG_NW_001278_20130629_F00013KJA	1316
ENG_NW_001278_20130815_F00012TJC	1908
ENG_NW_001278_20130527_F00012W9H	1338
ENG_NW_001278_20130808_F0001221V	1453
NYT_ENG_20131017.0264	4541
ENG_NW_001278_20130428_F00013D5E	2781
ENG_NW_001278_20130124_F00012HAJ	1278
ENG_NW_001278_20130107_F00012DQZ	1329
ENG_NW_001278_20130615_F00012WFM	1483
ENG_NW_001278_20130808_F00011OET	1918
ENG_NW_001278_20130722_F000125DB	2178
NYT_ENG_20130518.0207	4755
ENG_NW_001278_20130319_F00012L9C	1355
ENG_NW_001278_20130320_F00011N4Q	4311
ENG_NW_001278_20131129_F0001389Q	1092
ENG_NW_001278_20131204_F00011WFQ	1706
ENG_NW_001278_20130521_F00013NL5	1381
ENG_NW_001278_20131119_F00011ZP2	2086
ENG_NW_001278_20130716_F00012FJ5	1683
ENG_NW_001278_20130717_F00012WQ1	1950
ENG_NW_001278_20131017_F00012D09	3283
ENG_NW_001278_20130704_F00011UZF	3016
NYT_ENG_20130729.0075	2946
NYT_ENG_20130730.0089	5287
ENG_NW_001278_20130321_F000132GQ	2039
ENG_NW_001278_20130322_F00012HUM	2797
ENG_NW_001278_20130508_F00013K2C	2263
ENG_NW_001278_20130110_F00011WRK	3679
ENG_NW_001278_20130618_F00013A4Q	2110
ENG_NW_001278_20130702_F00012PMM	2268
ENG_NW_001278_20131129_F0001389N	961
ENG_NW_001278_20131114_F0001318D	1360
ENG_NW_001278_20131208_F00011PJX	2603
ENG_NW_001278_20130321_F00013CRG	1167
ENG_NW_001278_20130203_F00013J60	3158
ENG_NW_001278_20131122_F00012UIS	1832
ENG_NW_001278_20130415_F000127UH	4815
ENG_NW_001278_20130324_F00012OPB	2286
ENG_NW_001278_20130324_F00012HVC	3166
NYT_ENG_20130912.0203	2084
ENG_NW_001278_20130530_F00011Y1U	3903
NYT_ENG_20131210.0135	3151
NYT_ENG_20131209.0100	2834
NYT_ENG_20131006.0014	4293
NYT_ENG_20130921.0220	3870
ENG_NW_001278_20131115_F00011PC4	2589
NYT_ENG_20130530.0215	4210
ENG_NW_001278_20130318_F00013CQ7	1570
ENG_NW_001278_20130319_F00013N0E	2048
ENG_NW_001278_20130816_F00012Q34	3208
NYT_ENG_20130702.0063	3467
NYT_ENG_20130702.0201	5041
ENG_NW_001278_20130920_F00013HVD	2343
ENG_NW_001278_20130323_F00012VNO	2746
NYT_ENG_20130923.0145	383
ENG_NW_001278_20130704_F00011KMV	1692
ENG_NW_001278_20130409_F00013CXU	1412
ENG_NW_001278_20131111_F00011W6P	3324
NYT_ENG_20130623.0026	3081
NYT_ENG_20130623.0076	3057
ENG_NW_001278_20130608_F00012BS0	1224
ENG_NW_001278_20130501_F00012ZH3	3377
NYT_ENG_20131107.0087	3311
ENG_NW_001278_20130325_F00013G83	2914
ENG_NW_001278_20131220_F00012US0	2802
ENG_NW_001278_20130204_F00012V71	921
ENG_NW_001278_20130220_F00012YT7	1674
ENG_NW_001278_20130403_F00012HYP	2142
ENG_NW_001278_20130406_F000124ED	2095
ENG_NW_001278_20130918_F000122H9	948
ENG_NW_001278_20131120_F00011ZPK	2282
ENG_NW_001278_20130814_F00013ROQ	2001
ENG_NW_001278_20131111_F00012XV6	1210
ENG_NW_001278_20131211_F000134YJ	4194
ENG_NW_001278_20130518_F00012F1A	1198
ENG_NW_001278_20130515_F0001283P	4032
NYT_ENG_20131109.0151	2899
NYT_ENG_20131109.0178	3829
ENG_NW_001278_20131113_F00011LW9	1672
ENG_NW_001278_20131109_F00012NEG	2123
ENG_NW_001278_20130424_F00012I5Y	2517
ENG_NW_001278_20131209_F00013F8T	4000
ENG_NW_001278_20131110_F00012NEM	2054
ENG_NW_001278_20131116_F000129T4	1968
ENG_NW_001278_20130815_F00012MKY	2931
NYT_ENG_20130709.0152	2916
NYT_ENG_20130813.0193	2987
NYT_ENG_20130701.0202	2960
NYT_ENG_20130426.0230	4298
ENG_NW_001278_20130918_F00013OMM	1682
ENG_NW_001278_20130318_F00011JN6	1087
ENG_NW_001278_20130320_F000120S9	1681
NYT_ENG_20130920.0124	3140
NYT_ENG_20130920.0002	2977
NYT_ENG_20130919.0100	3198
ENG_NW_001278_20130131_F00011TJC	3036
NYT_ENG_20130518.0084	4977
NYT_ENG_20130518.0185	4977
NYT_ENG_20131101.0030	4391
ENG_NW_001278_20130607_F000121IM	3222
ENG_NW_001278_20130224_F00012VDJ	4023
ENG_NW_001278_20131020_F00013SB0	1280
ENG_NW_001278_20130209_F00012YPY	915
ENG_NW_001278_20130507_F000132WO	1544
ENG_NW_001278_20130416_F00012I2E	1932
ENG_NW_001278_20130420_F00012SHJ	1702
NYT_ENG_20131002.0238	2913
ENG_NW_001278_20130105_F000131P9	1663
ENG_NW_001278_20130903_F00012MRX	1987
NYT_ENG_20131001.0114	3749
ENG_NW_001278_20130904_F00011ONY	1958
NYT_ENG_20130517.0105	5034
NYT_ENG_20130814.0258	4794
ENG_NW_001278_20130411_F00011QRV	1773
ENG_NW_001278_20130509_F000139SQ	1583
ENG_NW_001278_20130620_F00012PIW	1582
ENG_NW_001278_20131231_F00013MAQ	864
ENG_NW_001278_20131223_F00011POU	1297
ENG_NW_001278_20131223_F00013FD5	1297
ENG_NW_001278_20130122_F00012AH1	640
ENG_NW_001278_20130124_F00013J2U	2152
ENG_NW_001278_20130124_F00013MIG	1672
ENG_NW_001278_20130424_F00012ZEF	2194
ENG_NW_001278_20130710_F00012T78	1817
NYT_ENG_20131211.0022	2841
ENG_NW_001278_20130610_F00013R4D	2739
NYT_ENG_20130524.0133	2740
ENG_NW_001278_20130316_F00013G4X	2472
ENG_NW_001278_20130111_F00012UYG	1153
ENG_NW_001278_20130412_F00012SEG	2177
ENG_NW_001278_20131114_F000126H8	1756
NYT_ENG_20130721.0014	2774
NYT_ENG_20130721.0093	2774
ENG_NW_001278_20131106_F00012GK8	1996
ENG_NW_001278_20130130_F00011Q23	2482
ENG_NW_001278_20130403_F0001360V	3207
NYT_ENG_20131128.0110	3542
ENG_NW_001278_20130403_F00013CVP	3668
ENG_NW_001278_20130828_F00012JBZ	1751
ENG_NW_001278_20131113_F00013P5L	1685
ENG_NW_001278_20131126_F000134T3	1952
ENG_NW_001278_20130228_F00013FZ4	1557
ENG_NW_001278_20131216_F00013M5O	1443
ENG_NW_001278_20130715_F000136XS	2079
ENG_NW_001278_20130516_F000139VC	1531
ENG_NW_001278_20130621_F00013R8F	2973
ENG_NW_001278_20131015_F00013I3R	2563
ENG_NW_001278_20130426_F00013NDA	3607
ENG_NW_001278_20130326_F000135Y8	1385
ENG_NW_001278_20130326_F000135Y3	2426
ENG_NW_001278_20130327_F00011XHF	4615
ENG_NW_001278_20130317_F00013JKM	2496
ENG_NW_001278_20130430_F00011QYW	3786
ENG_NW_001278_20131008_F00013OSK	4770
ENG_NW_001278_20131122_F0001233C	1343
ENG_NW_001278_20131123_F00012R1H	1441
ENG_NW_001278_20130818_F00013KZW	1853
ENG_NW_001278_20130306_F00013CM2	3995
ENG_NW_001278_20130312_F00013CNO	4799
ENG_NW_001278_20130124_F00012O4L	4457
ENG_NW_001278_20130118_F000131UF	2297
ENG_NW_001278_20130118_F00011WUA	2923
ENG_NW_001278_20130523_F000136HT	786
ENG_NW_001278_20130917_F00012QEJ	1660
ENG_NW_001278_20130917_F00013S0L	2718
ENG_NW_001278_20131221_F00013FCQ	1229
ENG_NW_001278_20130830_F000130IO	2478
ENG_NW_001278_20130830_F00013HNS	2500
NYT_ENG_20131114.0126	2934
NYT_ENG_20131114.0221	4588
NYT_ENG_20131114.0185	4821
ENG_NW_001278_20130709_F00013RDN	928
ENG_NW_001278_20130710_F00012PP5	3252
ENG_NW_001278_20130710_F000136WB	4452
NYT_ENG_20130628.0160	4054
ENG_NW_001278_20130210_F00011JCJ	4658
NYT_ENG_20130515.0244	4094
ENG_NW_001278_20130118_F00013MG2	2018
NYT_ENG_20130426.0196	2901
NYT_ENG_20131108.0150	4964
ENG_NW_001278_20130912_F00012QCZ	2995
ENG_NW_001278_20131017_F00012QOW	2601
ENG_NW_001278_20130523_F00011R6T	1088
ENG_NW_001278_20130114_F00011PVU	1451
ENG_NW_001278_20130226_F00012E8V	4162
NYT_ENG_20130429.0008	2731
NYT_ENG_20130606.0252	4663
NYT_ENG_20130725.0017	4862
ENG_NW_001278_20131210_F00013PFD	1602
ENG_NW_001278_20131210_F00012DIW	2001
