ORG	黑市场	市场
ORG	黑窝点	窝点
ORG	公安局	公安局
ORG	公安部	公安部
ORG	公安机关	机关
ORG	人民公安	公安
ORG	公安局	公安局
ORG	公安	公安
ORG	公安部门	部门
ORG	公安部	公安部
ORG	公安局	公安局
ORG	四黑	四黑
ORG	四黑	四黑
ORG	让人民群众深恶痛绝的黑心作坊工厂的	的
ORG	黑心作坊、工厂	作坊、工厂
ORG	那些“黑	黑
ORG	那些“黑	黑
ORG	那些“黑	黑
ORG	身边的这些“黑XX	XX
FAC	赌场	赌场
FAC	妓院	妓院
PER	人	人
PER	妻子	妻子
PER	老婆	老婆
PER	妻子	妻子
PER	老婆	老婆
PER	妻子	妻子
PER	妻子	妻子
PER	老婆	老婆
PER	妻子	妻子
PER	妻子	妻子
PER	中国人的帮手	帮手
PER	海豹们	海豹们
PER	有些不明事理的人	人
PER	工人	工人
PER	工人	工人
PER	P民	P民
PER	他们的女子特战队员	队员
PER	妻子的对手	对手
PER	工程技术人员	人员
PER	中国人	中国人
PER	利比亚人民	人民
PER	朝鲜公民	公民
PER	为老卡提供保护的保镖	保镖
ORG	联军	联军
ORG	联军	联军
ORG	海豹	海豹
GPE	这个地方	地方
GPE	自己国家	国家
GPE	自己国家有驻军的地方	地方
GPE	西方殖民者	殖民者
GPE	阿拉伯世界	世界
LOC	西方	西方
FAC	水下宫殿	宫殿
FAC	世界上最大的一座水下宫殿	宫殿
LOC	世界	世界
LOC	的黎波里沿海	沿海
FAC	的黎波里沿海的一所水下军事设施	设施
LOC	她所保护的工作单位	单位
FAC	水下宫殿的内部	内部
PER	教员	教员
PER	兵	兵
PER	近千人	千人
PER	人员	人员
GPE	我们的邻居	邻居
PER	男人	男人
PER	男	男
PER	女的教官	教官
PER	女学员	学员
PER	三万多人	人
PER	众人	众人
PER	女子	女子
PER	女	女
PER	小职员	职员
PER	这些储户们	储户们
PER	我老板	老板
PER	老百姓	百姓
PER	老百姓	百姓
PER	群众	群众
PER	国人	国人
ORG	破银行	银行
ORG	银行	银行
ORG	外国银行	银行
ORG	国内银行	银行
ORG	中国银行	银行
ORG	自己的银行	银行
GPE	国家	国家
GPE	国家	国家
GPE	外国	外国
LOC	国内	国内
PER	顾客	顾客
PER	顾客	顾客
ORG	商家	商家
ORG	外资银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	银行	银行
ORG	什么企业	企业
ORG	什么企业	企业
ORG	金融机构	机构
ORG	金融机构	机构
PER	官	官
PER	人	人
FAC	商场	商场
FAC	超市	超市
PER	几个人	人
ORG	哪家银行	银行
ORG	银行	银行
PER	内鬼	内鬼
PER	中国上上下下	上上下下
PER	当政者	当政者
PER	我们的官员	官员
PER	那帮人	人
PER	中国领导人	领导人
PER	我们的领导	领导
PER	我们的军官	军官
PER	自己的“同志	同志
PER	老百姓	百姓
PER	老百姓	百姓
PER	美国人	美国人
PER	中国人	中国人
PER	中国高层	高层
PER	孔子的忠实信徒们	信徒们
PER	中国一些自以为精英的官僚	官僚
ORG	这介政府	政府
GPE	国家	国家
GPE	多个国家	国家
GPE	中国的所谓的地缘国家	国家
GPE	西方一些国家	国家
GPE	敌人	敌人
LOC	中国所坚称的拥有主权的海域	海域
LOC	中国所称的海域	海域
LOC	中国所坚称的拥有主权的海域的一侧	一侧
LOC	中国海域	海域
LOC	中国的海域	海域
LOC	中国周边	周边
LOC	中国的所谓的地缘国家一代	一代
LOC	中国坚称的拥有主权的海域	海域
LOC	西方	西方
LOC	世界	世界
LOC	世界	世界
LOC	菲律宾军演附近九段线	九段线
LOC	菲律宾军演附近九段线国内一侧	一侧
LOC	周边	周边
LOC	这么近的海域	海域
LOC	自己一侧	一侧
LOC	美国和菲律宾划定的演习区域	区域
PER	智者	智者
PER	猎人	猎人
GPE	别人	别人
ORG	一群军队	军队
PER	人	人
PER	人民	人民
PER	制定政策的官员们	官员们
PER	这些人	人
PER	没选票的P民	P民
PER	大多数中国人	中国人
PER	人们	人们
PER	人们	人们
PER	中国人民	人民
PER	没选票的P民	P民
PER	千百万人民	人民
PER	后人	后人
PER	富豪排行榜上的牛人们	牛人们
PER	有钱人	有钱人
PER	被查外的贪官	贪官
PER	处于生活低端人群的众百姓	百姓
PER	暴发户	暴发户
PER	国外人	国外人
PER	不少的人	人
ORG	政府	政府
ORG	政府	政府
ORG	政府	政府
ORG	政府	政府
GPE	我国	我国
GPE	有选票的国家	国家
GPE	有选票的国家	国家
GPE	这些城市	城市
GPE	深圳、广州、上海、北京等城市	城市
LOC	国外	国外
LOC	世界	世界
ORG	开发商	开发商
PER	领导	领导
GPE	所在城市	城市
FAC	一套正常家庭居住的新三房	三房
FAC	房子	房子
FAC	房子	房子
FAC	多套房子	房子
FAC	两套房子	房子
FAC	房	房
PER	二奶	二奶
FAC	房	房
ORG	地方政府	政府
PER	网友	网友
PER	国家决策者	决策者
PER	预备役	预备役
PER	二战老兵	老兵
PER	中国人	中国人
PER	美国人	美国人
PER	国内的后备力量	力量
PER	大量的人员	人员
ORG	中国军队	军队
ORG	中国军队	军队
ORG	中国军队	军队
ORG	中国军队	军队
ORG	中国军队	军队
ORG	中国军	中国军
ORG	中国的军队	军队
ORG	美军	美军
ORG	美国军队	军队
ORG	美国军队	军队
ORG	美军	美军
ORG	美军	美军
ORG	美军	美军
ORG	美军	美军
ORG	朝鲜军队	军队
ORG	国民党军队	军队
GPE	双方	双方
GPE	世界各国	各国
LOC	北纬37度线以南	以南
LOC	国内	国内
LOC	世界	世界
LOC	鸭绿江边	边
PER	police叔叔	叔叔
PER	笔者	笔者
PER	大官	大官
PER	南京官员	官员
PER	官员	官员
PER	南京官员	官员
PER	南京市政府代表团	代表团
PER	南京人	南京人
PER	上级	上级
PER	名古屋市长	市长
PER	名古屋市长	市长
PER	名古屋市长	市长
PER	名古屋市长	市长
PER	名古屋市长	市长
PER	名古屋市市长	市长
PER	这样的使节	使节
PER	南京市委常委兼政法委员会书记	常委
PER	南京市委常委兼政法委员会书记	书记
PER	南京市委常委兼政法委书记	书记
PER	南京市委常委兼政法委书记	常委
PER	中国人	中国人
PER	中国人	中国人
PER	自己国家的老百姓	老百姓
PER	抗议部发言人	发言人
PER	30万以上中国平民和战俘	30万以上中国平民和战俘
PER	日本人	日本人
PER	日本人	日本人
PER	日本人	日本人
PER	外国人	外国人
PER	侵华日军	日军
PER	日本鬼子	鬼子
ORG	日军	日军
ORG	抗议部	抗议部
ORG	蒙古、匈奴敌军	敌军
GPE	外国	外国
GPE	自己国家	国家
GPE	自己国家	国家
GPE	自己的国家	国家
GPE	两国	两国
GPE	两国	两国
PER	老师	老师
PER	这些官	官
ORG	军队	军队
PER	窝囊的孩子	孩子
PER	家长	家长
FAC	敌营	敌营
PER	30万以上中国平民和战俘	战俘
PER	广东省人大代表	代表
PER	省人大代表	代表
PER	广东省人大代表	代表
PER	省政协委员	委员
PER	省政协委员	委员
PER	广东省政协委员	委员
PER	记者	记者
PER	记者	记者
PER	记者	记者
PER	记者	记者
PER	老百姓	老百姓
PER	老百姓	老百姓
PER	老百姓	老百姓
PER	代表	代表
PER	委员们	委员们
PER	有的人	人
PER	年轻人们	年轻人们
PER	网民们	网民们
PER	一些公务员	公务员
PER	一些公务员	公务员
PER	一些公务员	公务员
PER	一些公务员	公务员
PER	有的人	人
PER	国外很多年轻人	年轻人
PER	全国政协委员	委员
PER	全国政协委员	委员
ORG	政府	政府
ORG	政府	政府
ORG	政府机关	机关
ORG	政府部门	部门
ORG	政府机关	机关
GPE	省	省
GPE	省	省
GPE	省	省
GPE	全国	全国
GPE	我国	我国
GPE	我国	我国
GPE	我国	我国
GPE	全国	全国
GPE	全国	全国
LOC	国外	国外
PER	我国的公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员们	公务员们
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	这个群体	群体
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员	公务员
PER	公务员队伍	队伍
PER	游离于我们的社保体制外的一个群体	群体
PER	企业退休人员	人员
PER	企业退休人员	人员
PER	企业退休人员	人员
ORG	企业	企业
ORG	企业	企业
ORG	企业	企业
ORG	企业	企业
ORG	企业	企业
ORG	全国两会	两会
PER	纳税人	纳税人
PER	纳税人	纳税人
PER	纳税人	纳税人
PER	纳税人	纳税人
ORG	政府	政府
PER	这样的人	人
PER	一个行事荒唐,一味讨好西方的小丑	小丑
PER	本国的人民	人民
PER	人民	人民
PER	自己的民族	民族
PER	利比亚人民	人民
PER	工程技术人员	人员
PER	中国人	中国人
PER	人民	人民
PER	三万多人	人
ORG	利比亚政府军	军
ORG	中国政府	政府
GPE	美国等北约国家	国家
GPE	美国等国家	国家
GPE	北约国家	国家
GPE	本国	本国
GPE	国家	国家
GPE	国家	国家
PER	人民	人民
PER	工人	工人
ORG	利比亚政府	政府
PER	人	人
PER	独裁者	独裁者
ORG	志愿军	志愿军
LOC	西方	西方
PER	日本人	日本人
PER	日本人	日本人
PER	中国的老百姓	老百姓
PER	中国百姓	百姓
PER	楼住	楼住
PER	这群人	人
PER	那些喊打仗的	的
GPE	国家	国家
GPE	国	国
GPE	国	国
GPE	东太平洋国家	国家
GPE	美国带领所有盟国	盟国
LOC	日本国土	国土
LOC	很大一部分土地	土地
LOC	东太平洋	太平洋
LOC	世界	世界
PER	别人	别人
PER	别人的人	人
PER	美国佬	美国佬
PER	美国佬	美国佬
PER	美国人	美国人
PER	美国佬	美国佬
PER	美国佬	美国佬
PER	美国佬	美国佬
PER	美国人	美国人
PER	美国人	美国人
PER	美国人	美国人
PER	洋人们	洋人们
PER	中国人	中国人
PER	中国人	中国人
PER	中国人民	人民
PER	中国人	中国人
PER	百姓	百姓
PER	人民	人民
PER	中国人	中国人
PER	中国领导人	领导人
PER	中国那些头面人物	人物
PER	我们现在的领导精英	精英
PER	我们现在的领导精英们	精英们
PER	有幽默感大师之称的	的
PER	多少多少亿穷人	穷人
PER	多少多少亿农民	农民
PER	中国当今的领导们	领导们
ORG	国内某些媒体	媒体
ORG	华府	华府
GPE	中国人	中国人
LOC	国内	国内
LOC	世界	世界
PER	人	人
LOC	城	城
ORG	多少多少企业	企业
PER	多少多少工人	工人
PER	教师	教师
PER	教师	教师
PER	教师	教师
PER	教师	教师
PER	教师	教师
PER	依安县教师	教师
PER	教师	教师
PER	教师	教师
PER	讨款的英雄们	英雄们
PER	依安县教师	教师
PER	教师中的内奸	内奸
PER	内奸	内奸
PER	内奸	内奸
PER	内奸	内奸
PER	领导	领导
PER	国家经贸委原副主任	副主任
PER	全国 100 个优秀县委书记	书记
PER	县委书记	书记
PER	县委书记	书记
PER	县官	县官
PER	县领导	领导
PER	届届领导	领导
PER	个个	个个
PER	相关人员	人员
PER	干部	干部
PER	职工	职工
PER	造假者	造假者
PER	全民	全民
PER	民	民
PER	全县干部职工	职工
PER	市、省领导	领导
PER	西安交大 6 名老教授	教授
ORG	县委	县委
ORG	县委	县委
GPE	全县	全县
GPE	全国产粮大县	大县
GPE	唯一能够连续几年及时足额发放和上调的县份之一	之一
GPE	一个财政穷县	穷县
GPE	县	县
GPE	县	县
GPE	县	县
GPE	国家	国家
GPE	国家	国家
GPE	全国	全国
GPE	全国	全国
GPE	全国	全国
GPE	全国	全国
GPE	全国	全国
GPE	全市	全市
GPE	全省	全省
GPE	全省	全省
GPE	全省	全省
GPE	全省	全省
GPE	全省 6 个财源超亿元大县	大县
GPE	全国 100 个产粮大县	大县
ORG	100 个优秀县委	县委
LOC	乌裕尔河畔	河畔
PER	个人	个人
PER	妓女	妓女
GPE	贫困县	贫困县
PER	叛徒	叛徒
PER	叛徒	叛徒
PER	叛徒	叛徒
PER	叛徒	叛徒
PER	叛徒	叛徒
PER	历史的叛徒	叛徒
PER	历史的叛徒	叛徒
PER	历史上的叛徒	叛徒
PER	历史的叛徒	叛徒
GPE	全国农业大县	大县
PER	导报记者	记者
PER	所长	所长
PER	16 名防灾不到位的工作人员	人员
PER	16 名工作人员	人员
PER	值班不在位的工作人员	人员
PER	在本轮防灾中不到位的 16 名工作人员	人员
PER	不在岗的 16 名工作人员	人员
PER	人民	人民
PER	防灾不在岗的干部	干部
PER	有关领导	领导
PER	九江市原乡镇局长	局长
ORG	部门	部门
ORG	有关部门	部门
ORG	漳浦国土资源局下辖的石榴、南浦、湖西、官浔等四个国土资源所	国土资源所
ORG	党	党
ORG	导报	导报
ORG	所	所
PER	人	人
PER	人	人
PER	一般干部	干部
PER	职工	职工
PER	领导干部	干部
PER	领导干部	干部
GPE	省	省
GPE	市	市
ORG	省、市纪检、监察部门	部门
PER	好官	好官
ORG	上级	上级
ORG	上级	上级
PER	一般干部职工	职工
PER	一般干部职工	职工
FAC	长江堤	堤
PER	笔者	笔者
PER	笔者	笔者
PER	三个	三个
PER	那帮记者	记者
PER	美国那些托的记者	记者
PER	新闻记者	记者
PER	记者	记者
PER	笔者	笔者
PER	楼主	楼主
PER	现在的记者	记者
PER	这么怕死的记者	记者
PER	人	人
ORG	由14个强国组成的军事集团	集团
ORG	其所谓的政党	政党
GPE	一个弱小国	国
GPE	14个强国	强国
FAC	酒店	酒店
PER	很多人	人
PER	和平人士	人士
PER	中国领导人	领导人
PER	人民	人民
ORG	中国军队	军队
PER	兵	兵
LOC	南沙被占岛屿	岛屿
LOC	中国领海	领海
PER	战争英雄	英雄
PER	民族	民族
LOC	雷区	雷区
PER	有些人	人
PER	中华裔	中华裔
PER	日本人民	人民
PER	日本人民	人民
PER	美国佬	美国佬
PER	美国人	美国人
PER	太行山总部	总部
PER	国人	国人
PER	中国人民	中国人民
PER	精英	精英
PER	天朝的官员们	官员们
PER	我们的领导们	领导们
PER	当今的中国人	中国人
PER	倭寇	寇
PER	倭兽	倭兽
PER	日寇	寇
PER	日本鬼子	鬼子
PER	日本鬼子	鬼子
ORG	政府	政府
ORG	我们的政府	政府
ORG	日本政府	政府
GPE	3个国家	国家
FAC	东京湾港的基地	基地
LOC	东京湾港	湾港
FAC	美国佬驻日本的基地	基地
FAC	日本的核电站	核电站
FAC	日本的核电站	核电站
FAC	57个核电站	核电站
FAC	核电站	核电站
PER	中华民族的子子孙孙	子子孙孙
PER	中华民族的子子孙孙	子子孙孙
ORG	提炼原子弹原料的工厂	工厂
PER	大大的良民	良民
PER	良民	良民
PER	汗奸	汗奸
PER	坐在中国高位并决定民族命运的人	人
PER	民族	民族
GPE	盟友	盟友
GPE	盟友	盟友
GPE	世界各国	各国
GPE	中国的邻国	邻国
GPE	越南、菲律宾、印度；澳大利亚和沙特等等	等
LOC	世界	世界
LOC	世界	世界
LOC	当今世界	世界
LOC	世界	世界
LOC	世界	世界
LOC	世界	世界
LOC	世界	世界
LOC	世界	世界
LOC	世界	世界
LOC	美国国内	国内
GPE	不给美国带来利润的国家	国家
GPE	不听话的小国	小国
GPE	不听话的国家	国家
GPE	联盟	联盟
GPE	盟国	盟国
GPE	一个个小联盟	联盟
PER	一部空降兵	空降兵
PER	精英特种部队	部队
ORG	美军	美军
GPE	俄鲁布佐夫斯克、巴尔瑙尔、新西伯利亚、鄂木斯克等广大地区	地区
GPE	蒙古国首都	首都
GPE	首都	首都
LOC	俄远东地区	地区
GPE	中国永远的战略敌人	敌人
PER	前锋	前锋
GPE	这样的敌手	敌手
GPE	自己国家	国家
GPE	全球国家	国家
GPE	美国打击的伊拉克、利比亚、阿富汗等等	等等
GPE	哪一个国家	国家
GPE	哪一个	个
LOC	全球	全球
LOC	国内	国内
LOC	世界	世界
LOC	世界	世界
LOC	世界	世界
PER	世界警察	警察
GPE	小国	小国
GPE	一些小国	小国
GPE	一个小国家	国家
GPE	流邙国	流邙国
GPE	别人	别人
GPE	民主国家	国家
GPE	个独裁国家	国家
PER	一个贪赃枉法的法官	法官
PER	先生	先生
PER	老人	老人
PER	老人	老人
PER	老人	老人
PER	老人	老人
PER	植树老人	老人
PER	售假者	者
PER	私刻公章 坑害百姓的贪官	贪官
PER	这样的林业干部	干部
PER	这样黑心的林业干部	干部
PER	林业干部	干部
PER	林业干部	干部
PER	林业干部	干部
PER	林业干部	干部
PER	林业干部	干部
PER	林业干部	干部
PER	山亭区林业局干部	干部
PER	枣庄山亭林业局干部	干部
PER	贪官	贪官
PER	贪官	贪官
PER	农民	农民
PER	农民	农民
PER	用户	用户
PER	农户	农户
PER	农户	农户
PER	农户	农户
PER	农户	农户
PER	百姓	百姓
PER	百姓	百姓
PER	老百姓	百姓
PER	百姓	百姓
PER	百姓	百姓
ORG	法院	法院
GPE	国家	国家
GPE	我们国家	我们国家
GPE	我们国家	我们国家
PER	你的后人	后人
PER	女士们	女士们
PER	LZ	LZ
PER	一个弃婴	弃婴
PER	小孩	小孩
PER	小BB	BB
PER	BB	BB
PER	弃婴	弃婴
PER	人父	人父
PER	家人	家人
PER	这一路上来来往往的行人	行人
PER	其他路人	路人
PER	弃婴的父母	父母
PER	哪位大人	大人
PER	一个几个月大的婴儿	婴儿
PER	孩子	孩子
PER	同学	同学
PER	同学	同学
PER	骗子	骗子
PER	妖妖灵	妖妖灵
PER	妖妖灵	妖妖灵
PER	中国女人	女人
PER	老公	老公
PER	很多人	人
LOC	沿海	沿海
FAC	附近的派出所	派出所
FAC	路旁树下	树下
GPE	深圳这样的沿海城市	城市
FAC	市场	市场
FAC	超市	超市
FAC	超市门外	门外
FAC	长流坡水库路段	路段
PER	父母	父母
PER	无辜的小孩	小孩
PER	人二奶	二奶
PER	孩子	孩子
PER	很多人	人
FAC	妇产科门外	门外
PER	人	人
PER	人	人
PER	人	人
PER	女人	女人
PER	孩子	孩子
PER	小孩	小孩
LOC	世界	世界
PER	你父母	父母
PER	无辜的小生命	生命
PER	孩子	孩子
PER	BB	BB
PER	BB	BB
PER	人	人
LOC	这个丑恶的世界	世界
PER	人	人
PER	美欧财团寡头	寡头
PER	美国财团垄断寡头	垄断寡头
PER	作者	作者
ORG	美欧财团	财团
ORG	美国财团	财团
GPE	多个国家	国家
GPE	伊朗和叙利亚两国	两国
GPE	东南亚各国	各国
GPE	世界各国	各国
GPE	美欧帝国	帝国
GPE	中东产油国	产油国
GPE	北非产油大国	大国
LOC	世界	世界
LOC	世界	世界
LOC	西方	西方
GPE	欧	欧
GPE	欧	欧
GPE	欧	欧
GPE	欧	欧
GPE	欧	欧
GPE	发展中国家	国家
PER	反对派	反对派
PER	平民	平民
PER	笔者	笔者
PER	伊朗民众	民众
PER	中东民众	民众
ORG	伊朗的反对派	反对派
ORG	伊朗军队	军队
GPE	敌对国家	国家
GPE	北约其它国家	国家
GPE	英、德等国	国
LOC	西方	西方
LOC	西方	西方
LOC	西方	西方
LOC	西方	西方
LOC	西方	西方
LOC	以美国为首的西方	西方
LOC	世界	世界
ORG	大使馆	大使馆
LOC	国内	国内
ORG	北约的反对派	反对派
LOC	禁飞区	禁飞区
PER	地面部队	部队
PER	人	人
PER	总统	总统
PER	哥俩	哥俩
PER	总统	总统
PER	伊朗民主选举出的总统	总统
PER	人	人
PER	楼主	楼主
PER	中国人	中国人
PER	走上现代化道路的中国人	中国人
GPE	这十个国家	国家
GPE	美国评选的人类历史上十个最伟大的国家	国家
GPE	这十个国家（地区）	地区
GPE	东非古人类发源地	发源地
GPE	这个国家	国家
GPE	东亚国家	国家
GPE	东亚国家	国家
GPE	东亚周边国家	国家
GPE	这个帮凶	帮凶
LOC	世界	世界
LOC	该地区	地区
LOC	国内	国内
LOC	西方	西方
GPE	一个战后对人类社会没有太大贡献的国家	国家
PER	一个小子	小子
PER	日本学者	学者
PER	能把他们看做是明灯的人	人
PER	 #8	#8
PER	家长	家长
PER	这个所为学校说的好老师	老师
PER	老师	老师
PER	前10名的	的
PER	这几个家长	家长
PER	学生	学生
PER	学生	学生
PER	学生	学生
PER	学生	学生
PER	学生	学生
PER	7岁一年级语文考80分以下	下
PER	这些孩子	孩子
ORG	学校	学校
ORG	校方	校方
PER	每个学生	学生
PER	老师	老师
PER	以后的孩子们	孩子们
ORG	其他小学	小学
PER	家长	家长
PER	家长	家长
PER	家长	家长
PER	自己的孩子	孩子
PER	孩子	孩子
PER	绝大多数的家长	家长
PER	老师	老师
PER	为人师表的老师	老师
PER	孩子们	孩子们
PER	一个家长	家长
PER	一个孩子	孩子
PER	一个道德败坏的老师	老师
PER	十几个甚至成百上千个孩子	孩子
PER	这样的暴力老师	老师
PER	一个人	人
PER	华人	华人
PER	杀手	杀手
PER	这种不懂装懂的水货	水货
PER	十几个	个
PER	死去的人	人
PER	13名同胞	同胞
PER	中国人	中国人
PER	民	民
PER	公民	公民
PER	中国人	中国人
PER	自己的公民	公民
PER	咱们的子弟兵	子弟兵
PER	一个砖家	砖家
PER	砖家	砖家
PER	300名武警	武警
PER	中国十几亿的人	人
ORG	贩毒集团	集团
GPE	中南几国	几国
GPE	国家	国家
GPE	泱泱大国	大国
GPE	强盗邻国	邻国
LOC	此地	此地
LOC	国外	国外
PER	人	人
ORG	政府	政府
PER	教育局的工作人员	人员
PER	这样的男人	男人
PER	一个情操高尚的作家	作家
PER	别人	别人
PER	余某	余某
PER	人们	人们
PER	中国人	中国人
PER	百姓	百姓
PER	人们	人们
PER	他的读者	读者
PER	读者	读者
PER	书友	书友
PER	人	人
PER	人	人
ORG	砖窑厂	砖窑厂
GPE	国家	国家
LOC	全世界	世界
PER	证人	证人
LOC	灾区	灾区
LOC	灾区	灾区
PER	灾区的孩子、学生	孩子
PER	灾区的孩子、学生	学生
PER	人	人
PER	人	人
PER	捐赠人	捐赠人
PER	名人	名人
PER	你们名人	名人
PER	名人	名人
PER	名人	名人
PER	名人	名人
PER	一个人	人
PER	买书的	的
FAC	图书城	图书城
PER	沾满铜臭的商人	商人
PER	叙利亚的父子	父
ORG	中国政府	政府
ORG	美联盟	美联盟
GPE	国	国
GPE	两个国家	国家
GPE	两国	两国
LOC	世界	世界
LOC	世界	世界
PER	人	人
PER	一些人	人
PER	那些人	人
PER	叙利亚的父子	子
PER	叙利亚人民	人民
PER	叙利亚人民	人民
PER	叙利亚人民	人民
PER	叙利亚百姓	百姓
PER	叙利亚的百姓	百姓
PER	一些P民	P民
PER	P民	P民
PER	P民	P民
PER	德国外长	外长
PER	美国常驻联合国代表	代表
PER	该网友	网友
PER	某个网友	网友
PER	干部	干部
PER	被杀的百姓和孩子	百姓和孩子
PER	百姓	百姓
PER	孩子	孩子
PER	中国百姓	百姓
PER	我们自己国度的百姓	百姓
PER	海外绑架的中国人	中国人
PER	你们的统治者	统治者
PER	叙利亚流血冲突的百姓	百姓
GPE	这个国度	国度
GPE	需要足够价钱才能打动的国家	国家
GPE	一切支持叙利亚人民正义行动的国家和人民	国家
GPE	我们自己国度	国度
LOC	海外	海外
PER	领导	领导
PER	一切支持叙利亚人民正义行动的国家和人民	人民
PER	独裁者暴君	暴君
PER	笔者	笔者
PER	江西省贵溪市青年	青年
PER	网民	网民
PER	邻居	邻居
PER	公众	公众
PER	持刀歹徒	歹徒
PER	持刀歹徒	歹徒
PER	当地官员	官员
ORG	政府	政府
ORG	当地相关部门	部门
GPE	当地	当地
GPE	当地	当地
GPE	国家	国家
PER	人民群众	群众
PER	个人	个人
PER	人	人
PER	一个人	人
PER	这样并不看重钱且能改过自新的人	人
PER	像他一样曾经身陷囹圄的人	人
PER	这样的见义勇为者	者
PER	许多只看重钱财，只注重私己的人	人
PER	多少人	人
PER	人	人
PER	人	人
PER	人	人
PER	我等俗人	俗人
PER	大师	大师
PER	这小儿	小儿
PER	那位伟大的乞丐捐助者	捐助者
PER	中国作家	作家
PER	都江堰市教育局副局长	副局长
PER	都江堰市教育局副局长	副局长
ORG	教育局	教育局
ORG	国家税务机关	机关
GPE	国家	国家
GPE	国家	国家
ORG	歌厅	歌厅
PER	歌厅小姐	小姐
PER	中学生	中学生
FAC	学校的图书室	图书室
ORG	学校	学校
PER	人	人
PER	人	人
PER	人	人
PER	这样的人	人
PER	文人	文人
PER	笔者	笔者
PER	笔者	笔者
PER	一名经过党组织培养出来的年轻村干部	村干部
PER	村支书	村支书
PER	村支书	村支书
PER	一个村支部书记	书记
PER	一方书记	书记
PER	某村新任村支书	村支书
PER	作为新一代共产党员的村支书	村支书
PER	来访者	来访者
PER	上级领导	领导
PER	中国人民	人民
PER	普通老百姓	老百姓
PER	人民	人民
PER	人民	人民
