NOM	LOC	家乡	家乡
NOM	LOC	东京湾港	湾港
NOM	FAC	美国佬驻日本的基地	基地
NOM	FAC	日本的核电站	核电站
NOM	FAC	日本的核电站	核电站
NOM	FAC	57个核电站	核电站
NOM	FAC	核电站	核电站
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	当今世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NAM	LOC	南海	南海
NOM	LOC	美国国内	国内
NAM	LOC	萨哈林岛	萨哈林岛
NAM	LOC	库页岛	库页岛
NAM	LOC	日本海	日本海
NAM	LOC	西西伯利亚平原	西西伯利亚平原
NAM	LOC	朝鲜半岛	朝鲜半岛
NOM	LOC	俄远东地区	地区
NOM	LOC	全球	全球
NOM	LOC	国内	国内
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NAM	LOC	沙井	沙井
NAM	LOC	石岩	石岩
NAM	FAC	长流坡水库	长流坡水库
NOM	LOC	沿海	沿海
NOM	FAC	附近的派出所	派出所
NOM	FAC	路旁树下	树下
NOM	FAC	市场	市场
NOM	FAC	超市	超市
NOM	FAC	超市门外	门外
PRO	FAC	那里	那里
PRO	FAC	这里	这里
NOM	FAC	长流坡水库路段	路段
NOM	FAC	妇产科门外	门外
NAM	LOC	地球	地球
NOM	LOC	世界	世界
NOM	LOC	这个丑恶的世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NAM	LOC	东南亚	东南亚
NAM	LOC	东南亚	东南亚
NAM	LOC	北非	北非
NOM	LOC	西方	西方
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	亚	亚
NAM	LOC	亚	亚
NAM	LOC	非	非
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	以美国为首的西方	西方
NOM	LOC	世界	世界
NOM	LOC	国内	国内
NOM	LOC	禁飞区	禁飞区
NAM	LOC	欧洲	欧洲
NOM	LOC	世界	世界
NAM	LOC	东非	东非
NAM	LOC	东亚	东亚
NAM	LOC	东亚	东亚
NAM	LOC	东亚	东亚
NAM	LOC	东亚	东亚
NAM	LOC	东亚	东亚
NAM	LOC	东亚	东亚
NOM	LOC	该地区	地区
NAM	LOC	东南亚	东南亚
NAM	LOC	中近东	中近东
NAM	LOC	中亚	中亚
NAM	LOC	南亚	南亚
NOM	LOC	国内	国内
NOM	LOC	西方	西方
NAM	LOC	中南	中南
NAM	LOC	湄公河	湄公河
NAM	LOC	湄公河	湄公河
NOM	LOC	此地	此地
NOM	LOC	国外	国外
NAM	FAC	秋雨图书馆	秋雨图书馆
NOM	LOC	全世界	世界
NOM	LOC	灾区	灾区
NOM	LOC	灾区	灾区
NOM	FAC	图书城	图书城
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	海外	海外
NOM	FAC	学校的图书室	图书室
NAM	FAC	秋雨图书馆	秋雨图书馆
NAM	FAC	秋雨图书馆	秋雨图书馆
NOM	FAC	我家	我家
PRO	LOC	这里	这里
NOM	FAC	一栋房屋	房屋
NOM	LOC	县城	县城
NOM	FAC	村干部的家	家
NOM	FAC	个房子	房子
NOM	FAC	干部办公楼	办公楼
NOM	FAC	人家屋	屋
NOM	LOC	全国各地	各地
NOM	FAC	学校	学校
NOM	FAC	房子	房子
NOM	FAC	房子	房子
NOM	FAC	家	家
NAM	FAC	美国领事馆	美国领事馆
NAM	FAC	美国驻成都领事馆	美国驻成都领事馆
NAM	FAC	美国领事馆	美国领事馆
NAM	FAC	美国领馆	美国领馆
NOM	LOC	全世界	全世界
NOM	LOC	全世界	世界
NOM	FAC	商品房	商品房
NOM	FAC	房地产商	地产商
NOM	FAC	谁的房子	房子
NAM	FAC	圆明园	圆明园
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	一个地区	地区
NOM	LOC	一些地方	地方
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NOM	LOC	我们国内	国内
NAM	LOC	美	美
NAM	LOC	美	美
NAM	LOC	美	美
NAM	LOC	欧	欧
NAM	LOC	欧	欧
NAM	LOC	欧	欧
NOM	LOC	南方	南方
NOM	LOC	某些地方	地方
NAM	FAC	港珠澳大桥	港珠澳大桥
NAM	FAC	港珠澳大桥	港珠澳大桥
NAM	FAC	港珠澳大桥	港珠澳大桥
NOM	FAC	港珠澳大桥珠海段	珠海段
NAM	FAC	乌干达机场	乌干达机场
NAM	LOC	贝卡谷底	贝卡谷底
NOM	FAC	埃及空军基地	基地
NAM	LOC	苏伊士运河	苏伊士运河
NAM	LOC	中东	中东
NOM	LOC	西方	西方
NAM	LOC	萨姆	萨姆
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	FAC	伊朗的核设施	设施
NOM	FAC	伊拉克核反应堆	核反应堆
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	175万平方公里的土地	土地
NOM	LOC	全球	全球
NOM	LOC	世界	世界
NOM	FAC	舞台	舞台
NOM	FAC	这个舞台	舞台
NOM	FAC	在《中国达人秀》的舞台	舞台
NOM	FAC	一个展示自己的舞台	舞台
NOM	FAC	井	井
NOM	FAC	一个传播梦想的舞台	舞台
PRO	FAC	它	它
NOM	FAC	一个平民的舞台	舞台
NOM	FAC	中国人有多少梦想，它就有多少种可能的舞台	舞台
NOM	LOC	国外	国外
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	珍宝岛	珍宝岛
NAM	LOC	钓鱼岛	钓鱼岛
NOM	LOC	西方	西方
NOM	LOC	海疆	海疆
NOM	LOC	地盘	地盘
NOM	LOC	疆土	疆土
NOM	LOC	疆土	疆土
NOM	LOC	中印边境	边境
NAM	LOC	东海	东海
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	南海	南海
NAM	LOC	中东	中东
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NOM	LOC	其他的地方	地方
NOM	LOC	国外	国外
NOM	LOC	西方	西方
NOM	LOC	南海岛屿	岛屿
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南亚	南亚
NAM	LOC	东亚	东亚
NAM	LOC	东北亚	东北亚
NOM	LOC	东北亚，东亚，南亚等地区	地区
NOM	FAC	美国的军事基地	基地
NOM	FAC	美国的军事基地	基地
NAM	LOC	湄公河	湄公河
NAM	LOC	南海	南海
NAM	LOC	钓鱼岛	钓鱼岛
NOM	LOC	世界	世界
NAM	LOC	金三角	金三角
NAM	LOC	金三角	金三角
NOM	LOC	金三角地区	地区
NOM	LOC	金三角地区	地区
NAM	LOC	南沙	南沙
NOM	LOC	南沙岛屿	岛屿
NAM	LOC	南沙	南沙
NAM	LOC	礼乐滩	礼乐滩
NAM	LOC	礼乐滩	礼乐滩
NAM	LOC	中业岛	中业岛
NOM	FAC	靶场	靶场
NOM	FAC	靶场	靶场
NOM	LOC	海洋	海洋
NOM	LOC	岛屿	岛屿
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NAM	FAC	海军司令部	海军司令部
NOM	LOC	岛	岛
NAM	LOC	南海	南海
NOM	LOC	世界	世界
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	LOC	岛	岛
NOM	LOC	东南亚	东南亚
NAM	LOC	天上人间	天上人间
NOM	LOC	更多岛礁	岛礁
NOM	LOC	岛礁	岛礁
NOM	LOC	国内	国内
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	欧	欧
NAM	LOC	欧	欧
NAM	LOC	欧	欧
NAM	LOC	欧洲	欧洲
NAM	LOC	欧	欧
NAM	LOC	欧	欧
NAM	LOC	欧州	欧州
NAM	LOC	东南亚	东南亚
NOM	LOC	东方	东方
NOM	LOC	任何领土	领土
NOM	LOC	领土	领土
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	LOC	南海所有岛屿	岛屿
NOM	LOC	南海所有岛屿	岛屿
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	国内	国内
NOM	LOC	全世界	世界
NAM	LOC	地球	地球
NAM	LOC	台海	台海
NOM	LOC	当地	当地
NAM	FAC	葛洲坝	葛洲坝
NAM	FAC	葛洲坝	葛洲坝
NOM	FAC	施工现场	现场
NOM	FAC	办公室	办公室
NOM	FAC	办公室	办公室
NOM	FAC	家里	家里
NOM	FAC	家	家
NOM	FAC	各个点	点
NOM	FAC	点	点
NOM	FAC	点	点
NAM	LOC	北欧	北欧
NAM	LOC	亚洲	亚洲
NOM	LOC	世界	世界
NOM	LOC	全世界	世界
NAM	LOC	地球	地球
NOM	LOC	伊朗国内	国内
NOM	LOC	国内	国内
NOM	LOC	伊朗国内	国内
NOM	LOC	西方	西方
NOM	LOC	土耳其境内	境内
NOM	LOC	禁飞区	禁飞区
NOM	LOC	土耳其的领空	领空
NOM	LOC	国内	国内
NOM	LOC	国外	国外
NOM	LOC	世界	世界
NOM	FAC	归真堂的分店	分店
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	LOC	南海诸岛	诸岛
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	台湾岛	台湾岛
NAM	LOC	巴士海峡	巴士海峡
NAM	LOC	东南亚	东南亚
NAM	LOC	东南亚	东南亚
NAM	LOC	太平洋	太平洋
NOM	LOC	菲军事基地	基地
NAM	LOC	克拉克空军基地	克拉克空军基地
NAM	LOC	苏比克湾海军基地	苏比克湾海军基地
NOM	LOC	东南亚周边	周边
NOM	LOC	其港口	港口
NOM	FAC	军事基地	军事基地
NOM	FAC	军事基地	军事基地
NOM	FAC	军事基地	基地
NOM	FAC	永久性军事设施	设施
NOM	LOC	本地区	本地区
NOM	FAC	独栋别墅	别墅
NOM	FAC	高档公寓	公寓
NOM	FAC	房子	房子
NOM	FAC	房子	房子
NOM	FAC	房子	房子
NOM	FAC	我这个房子	房子
NOM	FAC	婚房	婚房
NOM	FAC	房	房
NOM	FAC	在当地无工作无户口无投资的人员购买的第二套房	房
NOM	FAC	已购第二套住房	住房
NOM	LOC	国内	国内
NOM	LOC	全世界	世界
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NAM	LOC	亚洲	亚洲
NAM	LOC	东亚	东亚
NAM	LOC	地球	地球
NAM	LOC	非洲	非洲
NAM	LOC	拉丁美洲	拉丁美洲
NOM	LOC	国内	国内
NOM	LOC	国外	国外
NAM	LOC	淮南	淮南
NAM	LOC	淮北	淮北
NOM	LOC	世界	世界
NOM	LOC	境内外	境内外
NAM	LOC	中东	中东
NAM	LOC	东亚	东亚
NOM	LOC	全世界	世界
NOM	LOC	半岛	半岛
NOM	LOC	半岛	半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NOM	LOC	半岛	半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	朝鲜半岛	朝鲜半岛
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	FAC	一个屁烟筒	烟筒
NAM	LOC	东海	东海
NOM	LOC	东北亚地区	地区
NOM	LOC	热点地区	地区
NOM	LOC	多个场合	场合
NOM	LOC	西方	西方
NOM	LOC	全国	全国
NOM	LOC	全国	全国
NOM	FAC	舞台	舞台
NOM	FAC	舞台	舞台
NOM	FAC	绚丽的舞台	舞台
NOM	FAC	两会现场	现场
NAM	LOC	地球	地球
NAM	FAC	北宫门站	北宫门站
NAM	FAC	安河桥	安河桥
NAM	LOC	北宫门	北宫门
NAM	FAC	陶然亭站	陶然亭站
NAM	FAC	北京地铁四号线动物园站A口	北京地铁四号线动物园站A口
NOM	FAC	4号线陶然亭站西南口	西南口
NAM	FAC	北京地铁4号线安河桥北站	北京地铁4号线安河桥北站
NOM	FAC	动物园	动物园
NOM	FAC	这些公共设施	设施
NOM	FAC	黑暗的隧道	隧道
NOM	LOC	农贸市场	市场
NOM	LOC	农贸市场旁的小巷	小巷
NAM	LOC	东北	东北
NAM	LOC	东北	东北
NAM	LOC	华北	华北
NOM	LOC	半岛	半岛
NAM	LOC	鸭绿江	鸭绿江
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	东亚	东亚
NAM	LOC	亚太	亚太
NOM	FAC	大使馆	大使馆
NOM	LOC	世界	世界
NOM	LOC	中国领土	领土
NOM	LOC	祖国的领土	领土
NOM	LOC	领土	领土
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	LOC	海外	海外
NOM	LOC	海外	海外
NOM	LOC	海内外	海内外
NOM	LOC	东北	东北
NOM	LOC	东北	东北
NAM	LOC	琉球	琉球
NAM	LOC	钓鱼岛	钓鱼岛
NOM	LOC	世界	世界
NOM	FAC	家	家
NOM	FAC	家	家
NOM	FAC	家	家
NOM	LOC	国内	国内
NOM	LOC	国内	国内
NOM	FAC	大学	大学
NOM	LOC	海外	海外
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	世界	世界
NAM	LOC	地球	地球
NOM	LOC	爱国的战场	战场
NAM	FAC	铜锣湾	铜锣湾
NAM	FAC	铜锣湾	铜锣湾
NOM	FAC	太原市最繁华的商业区	商业区
NOM	FAC	这个菜刀楼霸统治楼盘	楼盘
NOM	LOC	铜锣湾东面	东面
NOM	FAC	他的房子	房子
NOM	FAC	新房子	房子
NOM	FAC	他买的房子	房子
NOM	LOC	铜锣湾对面	对面
NOM	LOC	贵州山里	山里
PRO	LOC	它	它
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
PRO	LOC	它	它
NOM	LOC	中国的固有领土	领土
NOM	LOC	国内	国内
NAM	LOC	亚洲	亚洲
NAM	LOC	东海	东海
NOM	LOC	日本领土	领土
NOM	LOC	世界	世界
NOM	LOC	日本的北方四岛	四岛
NOM	LOC	领土	领土
NAM	LOC	钓鱼岛	钓鱼岛
PRO	LOC	其	其
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
PRO	LOC	其	其
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
PRO	LOC	其	其
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NOM	LOC	其附属钓鱼，附属海域	海域
NOM	LOC	钓鱼岛海域	海域
NOM	LOC	钓鱼岛海域	海域
NOM	LOC	其附属岛屿附近海域	海域
NOM	LOC	其附属岛屿	岛屿
NOM	LOC	其附属岛屿	岛屿
NOM	LOC	其附属钓鱼	钓鱼
NOM	LOC	钓鱼岛附近	附近
NOM	LOC	日本国内	国内
NAM	LOC	外务省	外务省
NOM	LOC	辖区内	内
NOM	FAC	我们办公室	办公室
NOM	LOC	外地	外地
NOM	LOC	省内	省内
PRO	LOC	这里	这里
NOM	LOC	外地	外地
NAM	LOC	华尔街	华尔街
NOM	LOC	全球	全球
NOM	LOC	世界	世界
NOM	LOC	西方	西方
NOM	LOC	国内	国内
NAM	LOC	中东	中东
NOM	FAC	超市	超市
NOM	FAC	家	家
NOM	LOC	世界	世界
NOM	LOC	当地	当地
NOM	LOC	国内	国内
NOM	LOC	世界	世界
NOM	LOC	小岛	小岛
NOM	LOC	钓鱼岛周边小岛	小岛
NOM	LOC	71个与钓鱼岛有关的无名岛	无名岛
NOM	LOC	钓鱼岛周围小岛	小岛
NOM	LOC	钓鱼岛周围无名岛	无名岛
NOM	LOC	周边小岛	岛
NOM	LOC	这些小岛	小岛
NOM	LOC	小岛	小岛
NOM	LOC	钓鱼岛周边的岛	岛
NOM	LOC	日本的固有领土	领土
NOM	LOC	周边岛屿	岛屿
NOM	LOC	自己的孩子	孩子
NOM	LOC	孩子	孩子
NOM	LOC	孩子	孩子
NOM	LOC	我的孩子	孩子
NOM	LOC	我的孩子	孩子
NOM	LOC	我孩子	孩子
NOM	LOC	我的孩子	孩子
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	尖阁诸岛	尖阁诸岛
NAM	LOC	东海	东海
NAM	LOC	北小岛	北小岛
NAM	LOC	北西小岛	北西小岛
NOM	LOC	日本列岛	岛
NAM	LOC	琉球	琉球
NAM	LOC	南中国海	南中国海
NOM	LOC	日本经济海域	海域
NOM	LOC	“北小岛”、“北西小岛”等	等
NOM	LOC	钓鱼岛周围小岛在内的39个无名岛	无名岛
NAM	LOC	黄鹤楼	黄鹤楼
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	两岸	两岸
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NAM	FAC	紫禁城	紫禁城
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NOM	LOC	世界	世界
NOM	LOC	全球	全球
NAM	LOC	太平洋	太平洋
NAM	LOC	太平洋	太平洋
NAM	LOC	东海	东海
NAM	LOC	东海	东海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	东欧	东欧
NOM	LOC	其战略前沿的东欧阵地	阵地
NAM	LOC	欧洲	欧洲
NAM	LOC	中东	中东
NAM	LOC	南亚	南亚
NAM	LOC	黄海	黄海
NAM	LOC	东亚	东亚
NAM	LOC	东南亚	东南亚
NAM	LOC	东南亚	东南亚
NAM	LOC	巴厘岛	巴厘岛
NOM	LOC	亚太地区	地区
NOM	LOC	亚太地区	地区
NOM	LOC	亚太地区	地区
NOM	LOC	亚太地区	地区
NOM	LOC	世界各地	各地
NAM	LOC	中东	中东
NOM	LOC	国内	国内
NOM	LOC	伊朗国土	国土
NAM	LOC	霍尔姆斯海峡	霍尔姆斯海峡
NOM	LOC	戈兰高地领土	领土
NAM	LOC	戈兰高地	戈兰高地
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	中东	中东
NAM	LOC	地中海	地中海
NAM	LOC	地中海	地中海
NAM	LOC	欧	欧
NOM	LOC	海峡	海峡
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NAM	LOC	海湾	海湾
NOM	LOC	伊朗国内	国内
NAM	LOC	美	美
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非	非
NAM	LOC	非	非
NAM	LOC	非洲	非洲
NAM	LOC	非	非
NAM	LOC	非洲	非洲
NAM	LOC	非	非
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非	非
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	非洲	非洲
NAM	LOC	亚洲	亚洲
NAM	LOC	亚洲	亚洲
NOM	LOC	世界	世界
NOM	LOC	非洲大陆	大陆
NOM	LOC	非洲大陆	大陆
NOM	LOC	非洲大陆	大陆
NOM	LOC	非洲大陆	大陆
NOM	LOC	非洲大陆	大陆
NOM	LOC	非洲大陆	大陆
NOM	LOC	在未来几十年内会快速经济会快速增长的地区	地区
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	国内	国内
NOM	LOC	那些不为人知道的山村	山村
PRO	LOC	那里	那里
NOM	LOC	酒店内	内
NOM	LOC	家	家
NOM	LOC	任何地方	地方
NOM	FAC	家	家
NOM	FAC	厨房	厨房
NOM	FAC	客房	客房
NAM	LOC	欧	欧
NAM	LOC	美	美
NAM	LOC	南海	南海
NOM	LOC	世界各地	世界各地
NOM	FAC	每个投票站	投票站
NOM	LOC	当今这个世界	世界
NOM	LOC	这个世界	世界
NAM	LOC	亚洲	亚洲
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	两岸	两岸
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	LOC	中国领海	领海
NOM	LOC	该海域	该海域
NOM	LOC	该海域	该海域
NOM	LOC	越南演习的区域	区域
NOM	LOC	其中部海岸附近某海域	某海域
NOM	LOC	其中部海岸	海岸
NAM	LOC	南沙	南沙
NOM	LOC	什么地方	地方
NOM	LOC	越南实际控制的岛屿	岛屿
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	世界	世界
NOM	LOC	西方	西方
NOM	LOC	西方	西方
NAM	LOC	欧	欧
NAM	LOC	美	美
NOM	LOC	一岛	一岛
NOM	LOC	新的世界	世界
NOM	LOC	贫困地区	地区
NAM	LOC	天安门	天安门
NOM	LOC	重灾区	灾区
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NOM	LOC	领土	领土
NAM	LOC	南海	南海
NAM	LOC	南海	南海
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	钓鱼岛	钓鱼岛
NAM	LOC	南沙群岛	南沙群岛
