NAM	FAC	龙岗区南湾市场监管所	龙岗区南湾市场监管所
NAM	LOC	金三角	金三角
NOM	LOC	小地方	地方
NOM	FAC	其外祖父家	家
NOM	FAC	他们的房子	房子
NOM	LOC	我们国内	国内
NAM	LOC	地中海	地中海
NOM	FAC	几条路	路
NAM	LOC	天上人间	天上人间
NOM	LOC	非洲大陆	大陆
NOM	LOC	海外	海外
NAM	LOC	海湾	海湾
NOM	FAC	客房	客房
NAM	LOC	东方广场	东方广场
NOM	FAC	图书城	图书城
NAM	FAC	长流坡水库	长流坡水库
NAM	LOC	南中国海	南中国海
NOM	FAC	他买的房子	房子
NOM	FAC	归真堂的分店	分店
NOM	LOC	中国的所谓的地缘国家一代	一代
NOM	LOC	更多岛礁	岛礁
NAM	LOC	黄海	黄海
NOM	LOC	对门酒店	酒店
NOM	FAC	一个平民的舞台	舞台
NOM	FAC	军事基地	基地
NOM	FAC	动物园	动物园
NOM	LOC	其港口	港口
NOM	FAC	干部办公楼	办公楼
NOM	FAC	超市门外	门外
NOM	FAC	街	街
NOM	LOC	海峡	海峡
NOM	LOC	南海岛礁	岛礁
NOM	LOC	农贸市场	市场
NAM	FAC	葛洲坝	葛洲坝
NOM	FAC	马路	马路
NAM	LOC	贝卡谷底	贝卡谷底
NAM	FAC	秋雨图书馆	秋雨图书馆
NOM	FAC	长江堤	堤
NAM	LOC	台海	台海
NOM	LOC	南方	南方
NOM	LOC	越南实际控制的岛屿	岛屿
NOM	LOC	亚太地区	地区
NAM	LOC	地球	地球
NOM	LOC	藏南	藏南
NOM	LOC	南海岛屿	岛屿
NOM	FAC	超市	超市
NOM	LOC	一个地方	地方
NOM	FAC	餐馆	餐馆
NOM	LOC	其附属钓鱼，附属海域	海域
NOM	LOC	其中部海岸附近某海域	某海域
NAM	LOC	苏伊士运河	苏伊士运河
NOM	FAC	50多平米的房子	房子
NOM	LOC	中介公司	公司
NOM	LOC	铜锣湾东面	东面
NAM	LOC	华尔街	华尔街
NOM	FAC	后勤补给基地	基地
NOM	LOC	南沙岛屿	岛屿
NOM	LOC	山清水秀的好地方	地方
NOM	LOC	岛屿	岛屿
NOM	FAC	这房子	房子
NOM	FAC	路	路
NAM	LOC	南沙	南沙
NOM	FAC	美国的军事基地	基地
NOM	LOC	农贸市场旁的小巷	小巷
NOM	FAC	港珠澳大桥珠海段	珠海段
NOM	LOC	北纬37度线以南	以南
NAM	LOC	苏比克湾海军基地	苏比克湾海军基地
NOM	FAC	每个投票站	投票站
NOM	FAC	的黎波里沿海的一所水下军事设施	设施
NOM	LOC	台湾地区	地区
NOM	LOC	钓鱼岛周边小岛	小岛
NOM	LOC	钓鱼岛周边的岛	岛
NOM	LOC	这个他们眷恋的世界	世界
NOM	LOC	这些区域	区域
NOM	FAC	工作单位	单位
NOM	FAC	高档公寓	公寓
NOM	LOC	热点地区	地区
NOM	LOC	某些地方	地方
NOM	FAC	户主家	家
NOM	LOC	沿海	沿海
NOM	LOC	中国街上	街上
NOM	FAC	附近的派出所	派出所
NOM	LOC	海洋	海洋
NOM	LOC	弱国国内	国内
NOM	FAC	商场	商场
NOM	LOC	西方	西方
NOM	LOC	中国的固有领土	领土
NOM	LOC	地区	地区
NAM	LOC	北海	北海
NOM	LOC	中印边境	边境
NOM	FAC	妓院	妓院
NOM	FAC	井	井
NOM	FAC	这个舞台	舞台
NOM	LOC	海内外	海内外
NAM	LOC	鸭绿江	鸭绿江
NAM	LOC	强国论坛	强国论坛
NAM	LOC	远东	远东
NOM	LOC	这一片海疆	海疆
NAM	FAC	光明新区	光明新区
NOM	LOC	爱国的战场	战场
NOM	LOC	中国领土、领海	领海
NOM	FAC	这么好的房子	房子
NOM	FAC	各个场馆	各个场馆
NOM	LOC	海疆	海疆
NAM	FAC	港珠澳大桥	港珠澳大桥
NAM	LOC	中东	中东
NOM	FAC	施工现场	现场
NAM	FAC	深圳宝安区体育场	深圳宝安区体育场
NOM	LOC	世界各地	各地
NOM	LOC	中国领土	领土
NAM	FAC	美国领馆	美国领馆
NAM	FAC	南湾市场监管所	南湾市场监管所
NAM	LOC	达尔文空军基地	达尔文空军基地
NOM	LOC	其附属钓鱼	钓鱼
NAM	LOC	东南亚	东南亚
NOM	FAC	家	家
NOM	FAC	一间主卧带阳台	台
NOM	LOC	很大一部分土地	土地
NOM	LOC	灾区	灾区
NOM	FAC	已购第二套住房	住房
NAM	LOC	尖阁诸岛	尖阁诸岛
NAM	LOC	戈兰高地	戈兰高地
NOM	FAC	两套房子	房子
NAM	FAC	圆明园	圆明园
NOM	LOC	自己的家门口	门口
NOM	FAC	新房子	房子
NOM	LOC	多个场合	场合
NAM	LOC	萨哈林岛	萨哈林岛
NOM	LOC	半岛	半岛
NOM	LOC	东北亚地区	地区
NOM	LOC	中国坚称的拥有主权的海域	海域
NOM	FAC	绚丽的舞台	舞台
NOM	FAC	养猪场	养猪场
NOM	FAC	妇产科门外	门外
NAM	LOC	礼乐滩	礼乐滩
NOM	LOC	他们的本土	本土
NAM	LOC	南沙群岛	南沙群岛
NAM	LOC	珍宝岛	珍宝岛
NOM	LOC	这些小岛	小岛
NOM	FAC	赌场	赌场
NOM	LOC	世界	世界
NOM	LOC	南中国海地区	地区
NOM	FAC	在《中国达人秀》的舞台	舞台
NOM	FAC	7个核心汇聚机楼	汇聚机楼
NOM	FAC	几间房	房
NAM	LOC	淮北	淮北
NOM	FAC	在当地无工作无户口无投资的人员购买的第二套房	房
NOM	LOC	此地	此地
NOM	FAC	我们办公室	办公室
NAM	LOC	东欧	东欧
NOM	LOC	疆土	疆土
NAM	LOC	波斯湾	波斯湾
NOM	FAC	1200 多亩地	地
NAM	LOC	乌裕尔河	乌裕尔河
NAM	LOC	太平洋	太平洋
NAM	LOC	霍尔姆斯海峡	霍尔姆斯海峡
NOM	LOC	自己的孩子	孩子
NOM	FAC	一个展示自己的舞台	舞台
NOM	LOC	其附属岛屿附近海域	海域
NAM	LOC	中南	中南
NOM	LOC	东京湾港	湾港
NOM	FAC	人家屋	屋
NAM	LOC	石岩	石岩
NOM	FAC	对门酒店门口	门口
NOM	LOC	新的世界	世界
NOM	LOC	一个地区	地区
NAM	FAC	海军司令部	海军司令部
NAM	LOC	欧洲	欧洲
NOM	FAC	房	房
NOM	LOC	美国和菲律宾划定的演习区域	区域
NAM	LOC	中近东	中近东
NOM	LOC	贫困地区	地区
NAM	LOC	亚	亚
NAM	LOC	萨姆	萨姆
NOM	LOC	的黎波里沿海	沿海
NAM	FAC	菊园小区	菊园小区
NAM	LOC	沙井	沙井
NOM	FAC	加油站	加油站
NOM	LOC	酒店内	内
NOM	LOC	日本领土	领土
NOM	LOC	东南亚	东南亚
NOM	FAC	农民的山林、田地	田地
NOM	LOC	伊朗国土	国土
NOM	LOC	外地	外地
NOM	LOC	任何领土	领土
NOM	LOC	在南海有条件的岛屿	岛屿
NOM	FAC	个房子	房子
NOM	LOC	中国的国土	国土
NOM	LOC	重灾区	灾区
NOM	LOC	南海中国控制的地方	地方
NOM	LOC	我的孩子	孩子
NOM	LOC	其他的地方	地方
NOM	LOC	这个世界	世界
NOM	LOC	鸭绿江边	边
NAM	LOC	北美	北美
NAM	LOC	华北	华北
NOM	LOC	中国的领土	领土
NOM	FAC	点	点
NOM	FAC	美国佬驻日本的基地	基地
NOM	FAC	舞台	舞台
NAM	LOC	欧	欧
NAM	LOC	苏比克湾	苏比克湾
NOM	LOC	土耳其的领空	领空
NOM	LOC	世界各地	世界各地
NOM	LOC	全世界	全世界
NOM	LOC	在未来几十年内会快速经济会快速增长的地区	地区
NOM	LOC	孩子	孩子
NOM	FAC	独栋别墅	别墅
NOM	LOC	以美国为首的西方	西方
NOM	FAC	每个场馆	每个场馆
NOM	LOC	外面	外面
NOM	LOC	城	城
NOM	LOC	15个区块中部分区块	区块
NOM	FAC	500 头猪场	猪场
NAM	LOC	非	非
NOM	LOC	什么地方	地方
NOM	LOC	钓鱼岛海域	海域
NOM	LOC	县城	县城
NAM	LOC	琉球	琉球
NAM	LOC	日本海	日本海
NAM	LOC	长江	长江
NOM	LOC	全世界	世界
NOM	LOC	祖国的大片海疆	海疆
NOM	LOC	南沙群岛及其附近海域	海域
NOM	LOC	“北小岛”、“北西小岛”等	等
NOM	LOC	家	家
NOM	FAC	长流坡水库路段	路段
NOM	LOC	其中部海岸	海岸
NOM	LOC	日本国土	国土
NOM	LOC	东方	东方
NAM	LOC	非洲	非洲
NOM	LOC	中国1400多万平方公里的领土	领土
NOM	LOC	其战略前沿的东欧阵地	阵地
NOM	FAC	靶场	靶场
NAM	FAC	陶然亭站	陶然亭站
NOM	FAC	一套正常家庭居住的新三房	三房
NOM	LOC	禁飞区	禁飞区
NOM	LOC	东南亚周边	周边
NOM	LOC	中国管辖海域	海域
NOM	LOC	中越边境	边境
NOM	FAC	太原市最繁华的商业区	商业区
NOM	LOC	国内	国内
NOM	FAC	家里	家里
NOM	LOC	境内外	境内外
NAM	LOC	巴士海峡	巴士海峡
NOM	LOC	中国所称的海域	海域
NOM	FAC	大学	大学
NOM	FAC	军事基地	军事基地
NOM	FAC	我家	我家
NOM	LOC	周边岛屿	岛屿
NOM	FAC	宾馆	宾馆
NOM	LOC	乌裕尔河畔	河畔
NOM	LOC	海岛	海岛
NAM	LOC	欧州	欧州
NOM	FAC	这种猪场	猪场
NOM	FAC	会议室	会议室
NOM	LOC	钓鱼岛周围小岛	小岛
NOM	LOC	铜锣湾对面	对面
NAM	LOC	中亚	中亚
NOM	LOC	领土	领土
NAM	LOC	拉丁美洲	拉丁美洲
NOM	FAC	村干部的家	家
NOM	FAC	白某家	家
NOM	LOC	南海诸岛	诸岛
NOM	LOC	当今世界	世界
NOM	FAC	宝山的一所养老院	养老院
NOM	LOC	日本列岛	岛
NOM	LOC	贵州山里	山里
NAM	LOC	中正纪念堂	中正纪念堂
NOM	FAC	41个竞赛场馆	场馆
NOM	FAC	幼儿园	幼儿园
NOM	FAC	路旁树下	树下
NAM	LOC	外务省	外务省
NOM	FAC	自己家	家
NOM	LOC	全国	全国
NAM	LOC	巴厘岛	巴厘岛
NAM	FAC	西湖	西湖
NAM	LOC	东海	东海
NAM	LOC	西西伯利亚平原	西西伯利亚平原
NOM	LOC	这一地区	地区
NOM	LOC	中国领海	领海
NAM	LOC	南湾	南湾
NAM	LOC	关东	关东
NOM	FAC	菊园小区的房子	房子
NAM	FAC	北京地铁四号线动物园站A口	北京地铁四号线动物园站A口
NOM	FAC	谁的房子	房子
NOM	FAC	其父母家	家
NOM	LOC	她所保护的工作单位	单位
NAM	FAC	中石化潍坊第二十九加油站	中石化潍坊第二十九加油站
NOM	LOC	周边的小国控制的岛屿	岛屿
NAM	LOC	东非	东非
NAM	FAC	安河桥	安河桥
NAM	LOC	东亚	东亚
NOM	LOC	后方	后方
NAM	LOC	北欧	北欧
NOM	LOC	当地	当地
NOM	LOC	国家领土	领土
NOM	LOC	越南演习的区域	区域
NOM	LOC	自己一侧	一侧
NOM	LOC	土地	土地
NOM	LOC	辖区内	内
NOM	LOC	中国的海域	海域
NOM	LOC	正在进行招标的15个油气区块	区块
NOM	FAC	一个传播梦想的舞台	舞台
NOM	LOC	175万平方公里的土地	土地
NOM	FAC	商品房	商品房
NOM	FAC	东京湾港的基地	基地
NOM	FAC	世界上最大的一座水下宫殿	宫殿
NOM	LOC	71个与钓鱼岛有关的无名岛	无名岛
NAM	LOC	东北	东北
NOM	FAC	13个非竞赛场馆	场馆
NOM	LOC	自己的家	家
NOM	FAC	黑暗的隧道	隧道
NAM	LOC	库页岛	库页岛
NAM	LOC	钓鱼岛	钓鱼岛
NOM	LOC	中国领土、领海	领土
NOM	FAC	美国在海湾的军事基地	军事基地
NAM	LOC	南海	南海
NOM	LOC	戈兰高地领土	领土
NAM	LOC	淮南	淮南
NOM	FAC	房子	房子
NOM	LOC	美国国内	国内
